"Gene","Branch","K","Relaxation.Parameter..K.","p.value","Taxa","Condition","padj","Result","TestedLichen","Pair","ln_K","InterPro_ID","Protein_function","GO_term"
"OG0004256","Tre_spC0010",4.69255380286413,7.7533144123147,0.000775042076832655,"Trebouxia sp.C0010","Lichen-forming",0.0118006406537101,"Intensified","Trebouxia sp.C0010","Trebouxia",2.04812041804729,NA,NA,NA
"OG0004270","Tre_spC0010",1.68206486897374,50,0.00047966359103635,"Trebouxia sp.C0010","Lichen-forming",0.00926638779823159,"Intensified","Trebouxia sp.C0010","Trebouxia",3.91202300542815,NA,NA,NA
"OG0004273","Tre_spC0010",3.61531411651971,1.51678841048876,0.000100218056215184,"Trebouxia sp.C0010","Lichen-forming",0.00322165888391961,"Intensified","Trebouxia sp.C0010","Trebouxia",0.416595211725165,NA,NA,NA
"OG0004295","Tre_spC0010",18.7077299005691,27.4381622094707,0.00232340252774488,"Trebouxia sp.C0010","Lichen-forming",0.0250416668389893,"Intensified","Trebouxia sp.C0010","Trebouxia",3.31193482574125,NA,NA,NA
"OG0004313","Tre_spC0010",3.68705991045121,11.6849968389113,0.000238654573075481,"Trebouxia sp.C0010","Lichen-forming",0.0059286820258751,"Intensified","Trebouxia sp.C0010","Trebouxia",2.45830569746543,"IPR003448","Molybdopterin biosynthesis MoaE","GO:0006777"
"OG0004329","Tre_spC0010",5.11333421787105,13.7982692609881,0.000317100548400617,"Trebouxia sp.C0010","Lichen-forming",0.00748357294225457,"Intensified","Trebouxia sp.C0010","Trebouxia",2.6245431684275,"IPR000358","Ribonucleotide reductase small subunit family","GO:0055114"
"OG0004337","Tre_spC0010",6.35714836253435,8.89344390832268,0.000559958919395753,"Trebouxia sp.C0010","Lichen-forming",0.0100605451836514,"Intensified","Trebouxia sp.C0010","Trebouxia",2.18531436577159,NA,NA,NA
"OG0004338","Tre_spC0010",1.09471581689708,2.15220861359632,0.00180948824326788,"Trebouxia sp.C0010","Lichen-forming",0.0213519612705609,"Intensified","Trebouxia sp.C0010","Trebouxia",0.766494577004713,"IPR007518","MINDY deubiquitinase","GO:0004843|GO:1990380"
"OG0004339","Tre_spC0010",3.85437310095883,1.91420112993015,7.67153055558634e-06,"Trebouxia sp.C0010","Lichen-forming",0.000402329158026306,"Intensified","Trebouxia sp.C0010","Trebouxia",0.649300371067943,"IPR001752","Kinesin motor domain","GO:0003777|GO:0005524|GO:0007018|GO:0008017"
"OG0004370","Tre_spC0010",1.30615830549417,1.29796103540125,0.00258770099736061,"Trebouxia sp.C0010","Lichen-forming",0.0271421082389824,"Intensified","Trebouxia sp.C0010","Trebouxia",0.260794598880047,"IPR016438","ATP-dependent RNA helicase Ski2","GO:0003723|GO:0003724|GO:0006401"
"OG0004373","Tre_spC0010",25.8179787848299,1.31073390164711,0.00233256628279921,"Trebouxia sp.C0010","Lichen-forming",0.0250416668389893,"Intensified","Trebouxia sp.C0010","Trebouxia",0.270587210607645,NA,NA,NA
"OG0004416","Tre_spC0010",2.36308706393052,1.42708640938705,0.000195618555115518,"Trebouxia sp.C0010","Lichen-forming",0.00527611188654425,"Intensified","Trebouxia sp.C0010","Trebouxia",0.35563488984086,NA,NA,NA
"OG0004436","Tre_spC0010",2.42547432617664,1.53422037803978,0.000586154645233927,"Trebouxia sp.C0010","Lichen-forming",0.0100605451836514,"Intensified","Trebouxia sp.C0010","Trebouxia",0.428022354973279,NA,NA,NA
"OG0004447","Tre_spC0010",4.68690651897851,2.07029762325627,4.3060993770716e-08,"Trebouxia sp.C0010","Lichen-forming",8.12991562391119e-06,"Intensified","Trebouxia sp.C0010","Trebouxia",0.727692376292872,NA,NA,NA
"OG0004490","Tre_spC0010",5.91436945522973,1.31007980675814,0.000895475974547422,"Trebouxia sp.C0010","Lichen-forming",0.0128080199995874,"Intensified","Trebouxia sp.C0010","Trebouxia",0.270088056546857,NA,NA,NA
"OG0004492","Tre_spC0010",6.52327549697639,1.35425838283647,0.00321459576917471,"Trebouxia sp.C0010","Lichen-forming",0.031610191730218,"Intensified","Trebouxia sp.C0010","Trebouxia",0.303253985558109,NA,NA,NA
"OG0004503","Tre_spC0010",0.253230529591252,1.61670993213655,0.00186472807423399,"Trebouxia sp.C0010","Lichen-forming",0.0216125208973613,"Intensified","Trebouxia sp.C0010","Trebouxia",0.480393178069501,NA,NA,NA
"OG0004534","Tre_spC0010",2.67281101009291,5.42457401615004,4.83045714538832e-10,"Trebouxia sp.C0010","Lichen-forming",4.55995154524658e-07,"Intensified","Trebouxia sp.C0010","Trebouxia",1.69093937397482,NA,NA,NA
"OG0004565","Tre_spC0010",19.544905202545,19.6918814932419,0.000613649570501584,"Trebouxia sp.C0010","Lichen-forming",0.0103443784741696,"Intensified","Trebouxia sp.C0010","Trebouxia",2.9802064438625,NA,NA,NA
"OG0004580","Tre_spC0010",8.53895813982046,1.80289026386229,0.00302188148054039,"Trebouxia sp.C0010","Lichen-forming",0.0303474055067035,"Intensified","Trebouxia sp.C0010","Trebouxia",0.589391079286469,NA,NA,NA
"OG0004594","Tre_spC0010",0.245761365126213,1.79470961451524,0.000651893288933003,"Trebouxia sp.C0010","Lichen-forming",0.0107962678026799,"Intensified","Trebouxia sp.C0010","Trebouxia",0.584843234209994,"IPR017986","WD40-repeat-containing domain","GO:0005515"
"OG0004595","Tre_spC0010",0.799872475398055,4.96073825526077,5.11560566907043e-07,"Trebouxia sp.C0010","Lichen-forming",5.73965484859329e-05,"Intensified","Trebouxia sp.C0010","Trebouxia",1.60155457144744,"IPR020796","Origin recognition complex, subunit 5","GO:0000808|GO:0005634|GO:0006260"
"OG0004606","Tre_spC0010",8.49145967217395,1.38596747046364,0.00233439267143121,"Trebouxia sp.C0010","Lichen-forming",0.0250416668389893,"Intensified","Trebouxia sp.C0010","Trebouxia",0.326398430408331,NA,NA,NA
"OG0004610","Tre_spC0010",0.34456401399674,23.0059862771417,1.78837570830037e-05,"Trebouxia sp.C0010","Lichen-forming",0.000803917461255024,"Intensified","Trebouxia sp.C0010","Trebouxia",3.13575445498323,NA,NA,NA
"OG0004614","Tre_spC0010",0.380931522199496,1.78181876908282,0.00497164279620088,"Trebouxia sp.C0010","Lichen-forming",0.044275762260506,"Intensified","Trebouxia sp.C0010","Trebouxia",0.577634623025346,NA,NA,NA
"OG0004628","Tre_spC0010",0.315362669927906,3.31177257178224,0.000427824868183491,"Trebouxia sp.C0010","Lichen-forming",0.00897481501256034,"Intensified","Trebouxia sp.C0010","Trebouxia",1.19748356622512,NA,NA,NA
"OG0004643","Tre_spC0010",25.3780023964695,1.9666625281971,2.65157619749878e-07,"Trebouxia sp.C0010","Lichen-forming",3.57583990062693e-05,"Intensified","Trebouxia sp.C0010","Trebouxia",0.67633795793479,NA,NA,NA
"OG0004645","Tre_spC0010",1.2523403570712,1.23989809474642,0.00471117134896615,"Trebouxia sp.C0010","Lichen-forming",0.043178114110913,"Intensified","Trebouxia sp.C0010","Trebouxia",0.215029194583734,"IPR012722","T-complex protein 1, zeta subunit","GO:0005524|GO:0006457|GO:0051082"
"OG0004650","Tre_spC0010",2.32644061039076,15.0187632933507,6.82003628951211e-05,"Trebouxia sp.C0010","Lichen-forming",0.00238448676196275,"Intensified","Trebouxia sp.C0010","Trebouxia",2.70930030561924,NA,NA,NA
"OG0004664","Tre_spC0010",3.92711221153013,1.85872870455187,0.000862896310962036,"Trebouxia sp.C0010","Lichen-forming",0.012531909500741,"Intensified","Trebouxia sp.C0010","Trebouxia",0.619892761861428,NA,NA,NA
"OG0004669","Tre_spC0010",0.42859716769574,1.90015274293514,0.00376935002675993,"Trebouxia sp.C0010","Lichen-forming",0.0363088410740957,"Intensified","Trebouxia sp.C0010","Trebouxia",0.641934273959705,NA,NA,NA
"OG0004672","Tre_spC0010",5.98859163410727,1.46845915921468,0.00139640862941859,"Trebouxia sp.C0010","Lichen-forming",0.0175761299489486,"Intensified","Trebouxia sp.C0010","Trebouxia",0.384213660043843,NA,NA,NA
"OG0004683","Tre_spC0010",13.9347934582248,1.67991716542587,8.6557032030754e-06,"Trebouxia sp.C0010","Lichen-forming",0.000430051780194904,"Intensified","Trebouxia sp.C0010","Trebouxia",0.518744485905446,NA,NA,NA
"OG0004696","Tre_spC0010",2.49487198400485,1.62831347206257,0.00047877041648825,"Trebouxia sp.C0010","Lichen-forming",0.00926638779823159,"Intensified","Trebouxia sp.C0010","Trebouxia",0.48754479945188,NA,NA,NA
"OG0004715","Tre_spC0010",13.8787731194227,4.47267697555199,0.00115478733251129,"Trebouxia sp.C0010","Lichen-forming",0.015353792139305,"Intensified","Trebouxia sp.C0010","Trebouxia",1.49798710533325,NA,NA,NA
"OG0004738","Tre_spC0010",5.47105692036394,38.8895701157101,8.98658092385318e-09,"Trebouxia sp.C0010","Lichen-forming",4.2416661960587e-06,"Intensified","Trebouxia sp.C0010","Trebouxia",3.66072609425493,NA,NA,NA
"OG0003406","Ast_eri",0.363809542175711,9.53157856595052,0.000745998517918234,"Asterochloris erici","Lichen-forming",0.0282584238587427,"Intensified","Asterochloris erici","Asterochloris",2.25461034570669,NA,NA,NA
"OG0003934","Ast_eri",4.91185012478692,27.7177690335274,2.65308627414029e-05,"Asterochloris erici","Lichen-forming",0.00256379393005502,"Intensified","Asterochloris erici","Asterochloris",3.32207368888686,NA,NA,NA
"OG0003967","Ast_eri",1.66415989763166,5.93994494290467,2.41192258667588e-05,"Asterochloris erici","Lichen-forming",0.00256379393005502,"Intensified","Asterochloris erici","Asterochloris",1.78169986446033,"IPR000407","Nucleoside phosphatase GDA1/CD39","GO:0016787"
"OG0003991","Ast_eri",25.485552001501,50,1.42295408789295e-09,"Asterochloris erici","Lichen-forming",4.49179173744874e-07,"Intensified","Asterochloris erici","Asterochloris",3.91202300542815,"IPR000039","Ribosomal protein L18e","GO:0003735|GO:0005622|GO:0005840|GO:0006412"
"OG0003994","Ast_eri",5.98271313619181,18.8248772428865,0.00125089415788648,"Asterochloris erici","Lichen-forming",0.0412235497785566,"Intensified","Asterochloris erici","Asterochloris",2.93517925270249,"IPR004468","CTP synthase","GO:0003883|GO:0006221"
"OG0004041","Ast_eri",2.5151142209041,3.63887638424635,0.000500829015104398,"Asterochloris erici","Lichen-forming",0.0225873793085641,"Intensified","Asterochloris erici","Asterochloris",1.29167494834882,NA,NA,NA
"OG0004224","Ast_eri",3.02904398543367,10.9663524340384,0.000175700469496554,"Asterochloris erici","Lichen-forming",0.0103992715383273,"Intensified","Asterochloris erici","Asterochloris",2.39483171526155,NA,NA,NA
"OG0004534","Ast_eri",1.57900635805961,3.22576744035108,0.000193475637403573,"Asterochloris erici","Lichen-forming",0.0107777310953637,"Intensified","Asterochloris erici","Asterochloris",1.17117088793865,NA,NA,NA
"OG0004554","Ast_eri",0.927020318246347,4.28357313363123,0.00087849977809451,"Asterochloris erici","Lichen-forming",0.0308125662909445,"Intensified","Asterochloris erici","Asterochloris",1.45478750561139,"IPR012476","GLE1-like","GO:0005643|GO:0016973"
"OG0004650","Ast_eri",4.13215836979872,38.6502996479214,3.68911099137836e-05,"Asterochloris erici","Lichen-forming",0.00317598918985028,"Intensified","Asterochloris erici","Asterochloris",3.65455452786034,NA,NA,NA
"OG0004691","Ast_eri",1.36110546580368,8.13123259733147,0.000500881695332467,"Asterochloris erici","Lichen-forming",0.0225873793085641,"Intensified","Asterochloris erici","Asterochloris",2.09571252305582,NA,NA,NA
"OG0004703","Ast_eri",0.336515556978363,9.79954922499431,0.000829245544826662,"Asterochloris erici","Lichen-forming",0.0302036742673403,"Intensified","Asterochloris erici","Asterochloris",2.28233638716905,NA,NA,NA
