branch,dN,dS,omega,lnL,SOG,Model
11..2,0.0676,1.1351,0.0595,-15536.709365,OG0003960,M0
11..3,0.0679,1.1409,0.0595,-15536.709365,OG0003960,M0
10..12,0.0821,1.3797,0.0595,-15536.709365,OG0003960,M0
12..5,0.0698,1.1733,0.0595,-15536.709365,OG0003960,M0
12..6,0.0822,1.3804,0.0595,-15536.709365,OG0003960,M0
9..4,0.1494,2.5102,0.0595,-15536.709365,OG0003960,M0
8..7,0.1314,2.2081,0.0595,-15536.709365,OG0003960,M0
8..1,0.1171,46.9923,0.0025,-21069.675984,OG0003958,M0
8..9,0.0444,17.825,0.0025,-21069.675984,OG0003958,M0
9..10,0.0801,32.1333,0.0025,-21069.675984,OG0003958,M0
10..2,0.0806,32.3702,0.0025,-21069.675984,OG0003958,M0
10..3,0.0774,31.0579,0.0025,-21069.675984,OG0003958,M0
9..11,0.1238,49.7032,0.0025,-21069.675984,OG0003958,M0
11..5,0.0895,35.9409,0.0025,-21069.675984,OG0003958,M0
11..6,0.0948,38.0682,0.0025,-21069.675984,OG0003958,M0
8..12,0.0317,12.7261,0.0025,-21069.675984,OG0003958,M0
12..4,0.084,33.7045,0.0025,-21069.675984,OG0003958,M0
12..7,0.1245,49.9658,0.0025,-21069.675984,OG0003958,M0
8..1,0.1222,35.5312,0.0034,-7622.864248,OG0003972,M0
8..9,0.0518,15.0707,0.0034,-7622.864248,OG0003972,M0
9..10,0.0367,10.6727,0.0034,-7622.864248,OG0003972,M0
10..11,0.1065,30.9698,0.0034,-7622.864248,OG0003972,M0
11..2,0.1583,46.005,0.0034,-7622.864248,OG0003972,M0
11..3,0.2637,76.6597,0.0034,-7622.864248,OG0003972,M0
10..12,0.1552,45.1067,0.0034,-7622.864248,OG0003972,M0
12..5,0.1437,41.7825,0.0034,-7622.864248,OG0003972,M0
12..6,0.1113,32.3545,0.0034,-7622.864248,OG0003972,M0
9..4,0.1519,44.1534,0.0034,-7622.864248,OG0003972,M0
8..7,0.204,59.3017,0.0034,-7622.864248,OG0003972,M0
8..1,0.2275,2.6902,0.0845,-5848.491979,OG0003957,M0
8..9,0.054,0.6387,0.0845,-5848.491979,OG0003957,M0
9..2,0.0879,1.0391,0.0845,-5848.491979,OG0003957,M0
9..3,0.1964,2.3226,0.0845,-5848.491979,OG0003957,M0
8..10,0.0362,0.4284,0.0845,-5848.491979,OG0003957,M0
10..11,0.0418,0.4946,0.0845,-5848.491979,OG0003957,M0
11..4,0.1188,1.4046,0.0845,-5848.491979,OG0003957,M0
11..7,0.1668,1.9728,0.0845,-5848.491979,OG0003957,M0
10..12,0.0749,0.8861,0.0845,-5848.491979,OG0003957,M0
12..5,0.1614,1.9091,0.0845,-5848.491979,OG0003957,M0
12..6,0.1723,2.0377,0.0845,-5848.491979,OG0003957,M0
8..1,0.2691,14.5078,0.0186,-11875.165325,OG0003974,M0
8..9,0.1711,9.2206,0.0186,-11875.165325,OG0003974,M0
9..10,0.0712,3.8363,0.0186,-11875.165325,OG0003974,M0
10..11,0.1123,6.0512,0.0186,-11875.165325,OG0003974,M0
11..2,0.1298,6.9948,0.0186,-11875.165325,OG0003974,M0
11..3,0.1055,5.6844,0.0186,-11875.165325,OG0003974,M0
10..4,0.334,18.0052,0.0186,-11875.165325,OG0003974,M0
9..12,0.1923,10.3643,0.0186,-11875.165325,OG0003974,M0
12..5,0.1583,8.5328,0.0186,-11875.165325,OG0003974,M0
12..6,0.1277,6.8857,0.0186,-11875.165325,OG0003974,M0
8..7,0.2567,13.8392,0.0186,-11875.165325,OG0003974,M0
8..1,0.2126,56.04,0.0038,-6825.819773,OG0003948,M0
8..9,0.0543,14.3231,0.0038,-6825.819773,OG0003948,M0
9..10,0.0445,11.7164,0.0038,-6825.819773,OG0003948,M0
10..11,0.1617,42.6007,0.0038,-6825.819773,OG0003948,M0
11..2,0.1083,28.5418,0.0038,-6825.819773,OG0003948,M0
11..3,0.1104,29.0902,0.0038,-6825.819773,OG0003948,M0
10..12,0.1374,36.2215,0.0038,-6825.819773,OG0003948,M0
12..5,0.1036,27.2978,0.0038,-6825.819773,OG0003948,M0
12..6,0.1484,39.0974,0.0038,-6825.819773,OG0003948,M0
9..4,0.1904,50.1803,0.0038,-6825.819773,OG0003948,M0
8..7,0.1448,38.1695,0.0038,-6825.819773,OG0003948,M0
8..1,0.0779,9.6369,0.0081,-3145.207066,OG0003956,M0
8..9,0.0102,1.2606,0.0081,-3145.207066,OG0003956,M0
9..10,0.0149,1.8431,0.0081,-3145.207066,OG0003956,M0
10..11,0.0489,6.0435,0.0081,-3145.207066,OG0003956,M0
11..2,0.0344,4.2561,0.0081,-3145.207066,OG0003956,M0
11..3,0.019,2.3558,0.0081,-3145.207066,OG0003956,M0
10..4,0.0418,5.1757,0.0081,-3145.207066,OG0003956,M0
9..12,0.0755,9.344,0.0081,-3145.207066,OG0003956,M0
12..5,0.0384,4.7491,0.0081,-3145.207066,OG0003956,M0
12..6,0.0103,1.2781,0.0081,-3145.207066,OG0003956,M0
8..7,0.0684,8.466,0.0081,-3145.207066,OG0003956,M0
8..1,0.1533,3.9757,0.0386,-6280.326221,OG0003949,M0
8..9,0.066,1.7116,0.0386,-6280.326221,OG0003949,M0
9..10,0.0455,1.1794,0.0386,-6280.326221,OG0003949,M0
10..11,0.0562,1.457,0.0386,-6280.326221,OG0003949,M0
11..2,0.062,1.6069,0.0386,-6280.326221,OG0003949,M0
11..3,0.0875,2.2691,0.0386,-6280.326221,OG0003949,M0
10..12,0.0694,1.7989,0.0386,-6280.326221,OG0003949,M0
12..5,0.0952,2.469,0.0386,-6280.326221,OG0003949,M0
12..6,0.1263,3.2754,0.0386,-6280.326221,OG0003949,M0
9..4,0.1373,3.5601,0.0386,-6280.326221,OG0003949,M0
8..7,0.1281,3.323,0.0386,-6280.326221,OG0003949,M0
8..1,0.2162,18.6625,0.0116,-5521.510726,OG0003953,M0
8..9,0.1424,12.296,0.0116,-5521.510726,OG0003953,M0
9..10,0.0149,1.2892,0.0116,-5521.510726,OG0003953,M0
10..11,0.466,40.2287,0.0116,-5521.510726,OG0003953,M0
11..2,0.0929,8.023,0.0116,-5521.510726,OG0003953,M0
11..3,0.7853,67.8008,0.0116,-5521.510726,OG0003953,M0
10..12,0.1596,13.7768,0.0116,-5521.510726,OG0003953,M0
12..5,0.1361,11.7531,0.0116,-5521.510726,OG0003953,M0
12..6,0.1841,15.8955,0.0116,-5521.510726,OG0003953,M0
9..4,0.2459,21.2309,0.0116,-5521.510726,OG0003953,M0
8..7,0.3463,29.8982,0.0116,-5521.510726,OG0003953,M0
8..1,0.1387,12.981,0.0107,-11404.582272,OG0003951,M0
8..9,0.07,6.5496,0.0107,-11404.582272,OG0003951,M0
9..10,0.0378,3.5364,0.0107,-11404.582272,OG0003951,M0
10..11,0.0705,6.6028,0.0107,-11404.582272,OG0003951,M0
11..2,0.1086,10.1684,0.0107,-11404.582272,OG0003951,M0
11..3,0.1141,10.6806,0.0107,-11404.582272,OG0003951,M0
10..12,0.1093,10.2355,0.0107,-11404.582272,OG0003951,M0
12..5,0.1039,9.7222,0.0107,-11404.582272,OG0003951,M0
12..6,0.1012,9.474,0.0107,-11404.582272,OG0003951,M0
9..4,0.1045,9.7801,0.0107,-11404.582272,OG0003951,M0
8..7,0.1087,10.1784,0.0107,-11404.582272,OG0003951,M0
8..1,0.0901,1.6407,0.0549,-9471.073839,OG0004005,M0
8..9,0.0333,0.6067,0.0549,-9471.073839,OG0004005,M0
9..10,0.0353,0.6421,0.0549,-9471.073839,OG0004005,M0
10..11,0.0481,0.8755,0.0549,-9471.073839,OG0004005,M0
11..2,0.0676,1.2302,0.0549,-9471.073839,OG0004005,M0
11..3,0.0729,1.3268,0.0549,-9471.073839,OG0004005,M0
10..12,0.1023,1.862,0.0549,-9471.073839,OG0004005,M0
12..5,0.0747,1.3603,0.0549,-9471.073839,OG0004005,M0
12..6,0.0711,1.2936,0.0549,-9471.073839,OG0004005,M0
9..4,0.0934,1.7007,0.0549,-9471.073839,OG0004005,M0
8..7,0.0804,1.4641,0.0549,-9471.073839,OG0004005,M0
8..1,0.0876,1.6084,0.0545,-5879.326553,OG0003968,M0
8..9,0.045,0.8258,0.0545,-5879.326553,OG0003968,M0
9..10,0.033,0.6053,0.0545,-5879.326553,OG0003968,M0
10..11,0.0455,0.8353,0.0545,-5879.326553,OG0003968,M0
11..2,0.0326,0.5994,0.0545,-5879.326553,OG0003968,M0
11..3,0.0478,0.8781,0.0545,-5879.326553,OG0003968,M0
10..12,0.0581,1.0672,0.0545,-5879.326553,OG0003968,M0
12..5,0.0832,1.5274,0.0545,-5879.326553,OG0003968,M0
12..6,0.0826,1.517,0.0545,-5879.326553,OG0003968,M0
9..4,0.064,1.1746,0.0545,-5879.326553,OG0003968,M0
8..7,0.1337,2.4549,0.0545,-5879.326553,OG0003968,M0
8..1,0.1261,2.9411,0.0429,-13803.654091,OG0003998,M0
8..9,0.053,1.2365,0.0429,-13803.654091,OG0003998,M0
9..10,0.025,0.584,0.0429,-13803.654091,OG0003998,M0
10..11,0.096,2.2402,0.0429,-13803.654091,OG0003998,M0
11..2,0.0796,1.8559,0.0429,-13803.654091,OG0003998,M0
11..3,0.0929,2.1681,0.0429,-13803.654091,OG0003998,M0
10..4,0.1743,4.0654,0.0429,-13803.654091,OG0003998,M0
9..12,0.1863,4.3457,0.0429,-13803.654091,OG0003998,M0
12..5,0.096,2.2385,0.0429,-13803.654091,OG0003998,M0
12..6,0.0896,2.0912,0.0429,-13803.654091,OG0003998,M0
8..7,0.1124,2.6231,0.0429,-13803.654091,OG0003998,M0
8..1,0.2446,3.4724,0.0705,-18936.061493,OG0004004,M0
8..9,0.0855,1.2133,0.0705,-18936.061493,OG0004004,M0
9..10,0.1211,1.7188,0.0705,-18936.061493,OG0004004,M0
10..2,0.1812,2.5714,0.0705,-18936.061493,OG0004004,M0
10..3,0.2551,3.621,0.0705,-18936.061493,OG0004004,M0
9..11,0.0144,0.2044,0.0705,-18936.061493,OG0004004,M0
11..4,0.2091,2.9672,0.0705,-18936.061493,OG0004004,M0
11..12,0.1087,1.5428,0.0705,-18936.061493,OG0004004,M0
12..5,0.0758,1.0752,0.0705,-18936.061493,OG0004004,M0
12..6,0.1549,2.198,0.0705,-18936.061493,OG0004004,M0
8..7,0.3568,5.0643,0.0705,-18936.061493,OG0004004,M0
8..1,0.3278,7.6011,0.0431,-6632.741118,OG0003946,M0
8..9,0.1017,2.3574,0.0431,-6632.741118,OG0003946,M0
9..10,0.0523,1.2118,0.0431,-6632.741118,OG0003946,M0
10..11,0.1345,3.1176,0.0431,-6632.741118,OG0003946,M0
11..2,0.0936,2.1695,0.0431,-6632.741118,OG0003946,M0
11..3,0.1226,2.8418,0.0431,-6632.741118,OG0003946,M0
10..12,0.2078,4.8174,0.0431,-6632.741118,OG0003946,M0
12..5,0.2154,4.9936,0.0431,-6632.741118,OG0003946,M0
12..6,0.1215,2.8173,0.0431,-6632.741118,OG0003946,M0
9..4,0.2766,6.4141,0.0431,-6632.741118,OG0003946,M0
8..7,0.1898,4.4013,0.0431,-6632.741118,OG0003946,M0
8..1,0.3681,78.5078,0.0047,-5673.755133,OG0004002,M0
8..9,0.0529,11.2912,0.0047,-5673.755133,OG0004002,M0
9..2,0.1281,27.3137,0.0047,-5673.755133,OG0004002,M0
9..3,0.2134,45.5018,0.0047,-5673.755133,OG0004002,M0
8..10,0.0813,17.3466,0.0047,-5673.755133,OG0004002,M0
10..11,0.0439,9.3724,0.0047,-5673.755133,OG0004002,M0
11..4,0.184,39.2516,0.0047,-5673.755133,OG0004002,M0
11..7,0.2832,60.3973,0.0047,-5673.755133,OG0004002,M0
10..12,0.1386,29.5652,0.0047,-5673.755133,OG0004002,M0
12..5,0.1833,39.1017,0.0047,-5673.755133,OG0004002,M0
12..6,0.1249,26.6322,0.0047,-5673.755133,OG0004002,M0
8..1,0.0221,0.8537,0.0259,-9587.759152,OG0004001,M0
8..9,0.009,0.3473,0.0259,-9587.759152,OG0004001,M0
9..10,0.0123,0.4738,0.0259,-9587.759152,OG0004001,M0
10..2,0.0152,0.5862,0.0259,-9587.759152,OG0004001,M0
10..3,0.0181,0.6984,0.0259,-9587.759152,OG0004001,M0
9..11,0.0015,0.057,0.0259,-9587.759152,OG0004001,M0
11..4,0.0229,0.8845,0.0259,-9587.759152,OG0004001,M0
11..12,0.0135,0.5206,0.0259,-9587.759152,OG0004001,M0
12..5,0.0217,0.8371,0.0259,-9587.759152,OG0004001,M0
12..6,0.019,0.7327,0.0259,-9587.759152,OG0004001,M0
8..7,0.0331,1.2755,0.0259,-9587.759152,OG0004001,M0
8..1,0.2771,55.3813,0.005,-9118.707943,OG0004010,M0
8..9,0.0335,6.6954,0.005,-9118.707943,OG0004010,M0
9..10,0.0586,11.7173,0.005,-9118.707943,OG0004010,M0
10..11,0.1157,23.1249,0.005,-9118.707943,OG0004010,M0
11..2,0.1996,39.8861,0.005,-9118.707943,OG0004010,M0
11..3,0.292,58.3534,0.005,-9118.707943,OG0004010,M0
10..4,0.3032,60.5978,0.005,-9118.707943,OG0004010,M0
9..12,0.3359,67.1221,0.005,-9118.707943,OG0004010,M0
12..5,0.0744,14.8645,0.005,-9118.707943,OG0004010,M0
12..6,0.3072,61.3971,0.005,-9118.707943,OG0004010,M0
8..7,0.2686,53.6894,0.005,-9118.707943,OG0004010,M0
8..1,0.1081,1.845,0.0586,-7988.288175,OG0004008,M0
8..9,0.0329,0.5624,0.0586,-7988.288175,OG0004008,M0
9..10,0.0611,1.0433,0.0586,-7988.288175,OG0004008,M0
10..2,0.0383,0.6543,0.0586,-7988.288175,OG0004008,M0
10..3,0.0844,1.4417,0.0586,-7988.288175,OG0004008,M0
9..11,0.0141,0.2411,0.0586,-7988.288175,OG0004008,M0
11..4,0.0375,0.6403,0.0586,-7988.288175,OG0004008,M0
11..12,0.0727,1.2415,0.0586,-7988.288175,OG0004008,M0
12..5,0.0596,1.0179,0.0586,-7988.288175,OG0004008,M0
12..6,0.0559,0.9543,0.0586,-7988.288175,OG0004008,M0
8..7,0.0741,1.2649,0.0586,-7988.288175,OG0004008,M0
8..1,0.1032,2.5146,0.0411,-6716.239921,OG0004003,M0
8..9,0.0395,0.9616,0.0411,-6716.239921,OG0004003,M0
9..10,0.033,0.8045,0.0411,-6716.239921,OG0004003,M0
10..11,0.0693,1.6884,0.0411,-6716.239921,OG0004003,M0
11..2,0.0938,2.2842,0.0411,-6716.239921,OG0004003,M0
11..3,0.1232,3.0019,0.0411,-6716.239921,OG0004003,M0
10..12,0.0846,2.0618,0.0411,-6716.239921,OG0004003,M0
12..5,0.0869,2.1166,0.0411,-6716.239921,OG0004003,M0
12..6,0.1328,3.2362,0.0411,-6716.239921,OG0004003,M0
9..7,0.1421,3.4617,0.0411,-6716.239921,OG0004003,M0
8..4,0.0905,2.2036,0.0411,-6716.239921,OG0004003,M0
8..1,0.0569,31.3449,0.0018,-2644.616301,OG0004021,M0
8..9,0.0331,18.2069,0.0018,-2644.616301,OG0004021,M0
9..10,0.0481,26.4758,0.0018,-2644.616301,OG0004021,M0
10..2,0.0493,27.1429,0.0018,-2644.616301,OG0004021,M0
10..3,0.0931,51.2931,0.0018,-2644.616301,OG0004021,M0
9..11,0.1355,74.6452,0.0018,-2644.616301,OG0004021,M0
11..5,0.0512,28.1947,0.0018,-2644.616301,OG0004021,M0
11..6,0.0185,10.2012,0.0018,-2644.616301,OG0004021,M0
8..12,0.0741,40.7961,0.0018,-2644.616301,OG0004021,M0
12..4,0.0664,36.5964,0.0018,-2644.616301,OG0004021,M0
12..7,0.1181,65.0482,0.0018,-2644.616301,OG0004021,M0
8..1,0.3178,57.7104,0.0055,-4153.730994,OG0004018,M0
8..9,0.0434,7.8759,0.0055,-4153.730994,OG0004018,M0
9..10,0.1075,19.5275,0.0055,-4153.730994,OG0004018,M0
10..11,0.1302,23.6521,0.0055,-4153.730994,OG0004018,M0
11..2,0.1992,36.1831,0.0055,-4153.730994,OG0004018,M0
11..3,0.1842,33.4584,0.0055,-4153.730994,OG0004018,M0
10..12,0.3836,69.6574,0.0055,-4153.730994,OG0004018,M0
12..5,0.277,50.2985,0.0055,-4153.730994,OG0004018,M0
12..6,0.1415,25.6944,0.0055,-4153.730994,OG0004018,M0
9..4,0.2032,36.9108,0.0055,-4153.730994,OG0004018,M0
8..7,0.2316,42.0666,0.0055,-4153.730994,OG0004018,M0
8..1,0.1322,48.2763,0.0027,-12987.749387,OG0004027,M0
8..9,0.0356,12.9962,0.0027,-12987.749387,OG0004027,M0
9..10,0.0657,23.9855,0.0027,-12987.749387,OG0004027,M0
10..2,0.082,29.9362,0.0027,-12987.749387,OG0004027,M0
10..3,0.1056,38.5473,0.0027,-12987.749387,OG0004027,M0
9..11,0.0202,7.3601,0.0027,-12987.749387,OG0004027,M0
11..4,0.129,47.1014,0.0027,-12987.749387,OG0004027,M0
11..12,0.1069,39.0257,0.0027,-12987.749387,OG0004027,M0
12..5,0.0996,36.3712,0.0027,-12987.749387,OG0004027,M0
12..6,0.0756,27.6065,0.0027,-12987.749387,OG0004027,M0
8..7,0.1161,42.3791,0.0027,-12987.749387,OG0004027,M0
8..1,0.2029,93.338,0.0022,-15884.359862,OG0004031,M0
8..9,0.0774,35.6033,0.0022,-15884.359862,OG0004031,M0
9..10,0.037,17.0189,0.0022,-15884.359862,OG0004031,M0
10..11,0.0843,38.7716,0.0022,-15884.359862,OG0004031,M0
11..2,0.1733,79.7047,0.0022,-15884.359862,OG0004031,M0
11..3,0.1431,65.8328,0.0022,-15884.359862,OG0004031,M0
10..12,0.1284,59.0473,0.0022,-15884.359862,OG0004031,M0
12..5,0.124,57.0532,0.0022,-15884.359862,OG0004031,M0
12..6,0.1259,57.8904,0.0022,-15884.359862,OG0004031,M0
9..4,0.1764,81.113,0.0022,-15884.359862,OG0004031,M0
8..7,0.1909,87.7939,0.0022,-15884.359862,OG0004031,M0
8..1,0.2583,7.1611,0.0361,-11309.556664,OG0004024,M0
8..9,0.0727,2.0144,0.0361,-11309.556664,OG0004024,M0
9..10,0.0446,1.2359,0.0361,-11309.556664,OG0004024,M0
10..11,0.0767,2.1249,0.0361,-11309.556664,OG0004024,M0
11..2,0.1159,3.2124,0.0361,-11309.556664,OG0004024,M0
11..3,0.1746,4.8404,0.0361,-11309.556664,OG0004024,M0
10..12,0.1376,3.8145,0.0361,-11309.556664,OG0004024,M0
12..5,0.1476,4.0929,0.0361,-11309.556664,OG0004024,M0
12..6,0.1633,4.5259,0.0361,-11309.556664,OG0004024,M0
9..4,0.2001,5.546,0.0361,-11309.556664,OG0004024,M0
8..7,0.2299,6.3735,0.0361,-11309.556664,OG0004024,M0
8..1,0.1422,57.5189,0.0025,-6563.746375,OG0004046,M0
8..9,0.0515,20.8432,0.0025,-6563.746375,OG0004046,M0
9..10,0.0276,11.1797,0.0025,-6563.746375,OG0004046,M0
10..11,0.0649,26.2719,0.0025,-6563.746375,OG0004046,M0
11..2,0.0828,33.5037,0.0025,-6563.746375,OG0004046,M0
11..3,0.0717,28.9969,0.0025,-6563.746375,OG0004046,M0
10..12,0.0924,37.3857,0.0025,-6563.746375,OG0004046,M0
12..5,0.1255,50.7924,0.0025,-6563.746375,OG0004046,M0
12..6,0.0969,39.2222,0.0025,-6563.746375,OG0004046,M0
9..4,0.1434,58.015,0.0025,-6563.746375,OG0004046,M0
8..7,0.1233,49.8777,0.0025,-6563.746375,OG0004046,M0
8..1,0.1815,2.552,0.0711,-18444.459801,OG0004043,M0
8..9,0.0398,0.5591,0.0711,-18444.459801,OG0004043,M0
9..10,0.0744,1.0465,0.0711,-18444.459801,OG0004043,M0
10..11,0.1709,2.4033,0.0711,-18444.459801,OG0004043,M0
11..2,0.1151,1.619,0.0711,-18444.459801,OG0004043,M0
11..3,0.1199,1.6858,0.0711,-18444.459801,OG0004043,M0
10..12,0.1448,2.0369,0.0711,-18444.459801,OG0004043,M0
12..5,0.1617,2.274,0.0711,-18444.459801,OG0004043,M0
12..6,0.1509,2.1217,0.0711,-18444.459801,OG0004043,M0
9..4,0.1544,2.1717,0.0711,-18444.459801,OG0004043,M0
8..7,0.1932,2.717,0.0711,-18444.459801,OG0004043,M0
8..1,0.1555,2.4758,0.0628,-13665.586262,OG0004042,M0
8..9,0.0435,0.6923,0.0628,-13665.586262,OG0004042,M0
9..10,0.0743,1.1838,0.0628,-13665.586262,OG0004042,M0
10..11,0.1226,1.9532,0.0628,-13665.586262,OG0004042,M0
11..2,0.1127,1.7949,0.0628,-13665.586262,OG0004042,M0
11..3,0.141,2.2449,0.0628,-13665.586262,OG0004042,M0
10..12,0.1083,1.7242,0.0628,-13665.586262,OG0004042,M0
12..5,0.1066,1.6982,0.0628,-13665.586262,OG0004042,M0
12..6,0.0905,1.4413,0.0628,-13665.586262,OG0004042,M0
9..4,0.1415,2.2533,0.0628,-13665.586262,OG0004042,M0
8..7,0.1182,1.8827,0.0628,-13665.586262,OG0004042,M0
8..1,0.1221,27.2594,0.0045,-3986.04927,OG0004033,M0
8..2,0.079,17.6471,0.0045,-3986.04927,OG0004033,M0
8..9,0.0331,7.3989,0.0045,-3986.04927,OG0004033,M0
9..10,0.0435,9.7232,0.0045,-3986.04927,OG0004033,M0
10..3,0.1084,24.2134,0.0045,-3986.04927,OG0004033,M0
10..4,0.0605,13.5035,0.0045,-3986.04927,OG0004033,M0
9..11,0.0343,7.6529,0.0045,-3986.04927,OG0004033,M0
11..12,0.1165,26.0119,0.0045,-3986.04927,OG0004033,M0
12..5,0.153,34.1599,0.0045,-3986.04927,OG0004033,M0
12..6,0.1877,41.9112,0.0045,-3986.04927,OG0004033,M0
11..7,0.1084,24.2126,0.0045,-3986.04927,OG0004033,M0
8..1,0.0708,77.0942,0.0009,-3731.009119,OG0004037,M0
8..9,0.0191,20.7595,0.0009,-3731.009119,OG0004037,M0
9..10,0.0162,17.6424,0.0009,-3731.009119,OG0004037,M0
10..11,0.0251,27.3225,0.0009,-3731.009119,OG0004037,M0
11..2,0.0286,31.1424,0.0009,-3731.009119,OG0004037,M0
11..3,0.0352,38.2969,0.0009,-3731.009119,OG0004037,M0
10..4,0.0638,69.4319,0.0009,-3731.009119,OG0004037,M0
9..12,0.0368,40.1063,0.0009,-3731.009119,OG0004037,M0
12..5,0.0214,23.3165,0.0009,-3731.009119,OG0004037,M0
12..6,0.0217,23.6493,0.0009,-3731.009119,OG0004037,M0
8..7,0.047,51.1398,0.0009,-3731.009119,OG0004037,M0
8..1,0.4562,49.1302,0.0093,-10034.08823,OG0004039,M0
8..9,0.2002,21.5636,0.0093,-10034.08823,OG0004039,M0
9..10,0.0661,7.1226,0.0093,-10034.08823,OG0004039,M0
10..11,0.0913,9.8272,0.0093,-10034.08823,OG0004039,M0
11..2,0.3451,37.1672,0.0093,-10034.08823,OG0004039,M0
11..3,0.4814,51.8395,0.0093,-10034.08823,OG0004039,M0
10..4,0.3617,38.9507,0.0093,-10034.08823,OG0004039,M0
9..12,0.3756,40.452,0.0093,-10034.08823,OG0004039,M0
12..5,0.5437,58.5494,0.0093,-10034.08823,OG0004039,M0
12..6,0.5682,61.1834,0.0093,-10034.08823,OG0004039,M0
8..7,0.5084,54.7489,0.0093,-10034.08823,OG0004039,M0
8..1,0.145,2.1051,0.0689,-2534.169389,OG0004047,M0
8..9,0.0637,0.9255,0.0689,-2534.169389,OG0004047,M0
9..10,0.0194,0.2821,0.0689,-2534.169389,OG0004047,M0
10..11,0.0329,0.4772,0.0689,-2534.169389,OG0004047,M0
11..2,0.0563,0.8175,0.0689,-2534.169389,OG0004047,M0
11..3,0.0644,0.9356,0.0689,-2534.169389,OG0004047,M0
10..4,0.1089,1.5811,0.0689,-2534.169389,OG0004047,M0
9..12,0.0697,1.0116,0.0689,-2534.169389,OG0004047,M0
12..5,0.0749,1.0881,0.0689,-2534.169389,OG0004047,M0
12..6,0.063,0.9144,0.0689,-2534.169389,OG0004047,M0
8..7,0.113,1.6408,0.0689,-2534.169389,OG0004047,M0
8..1,0.0513,1.6679,0.0308,-1707.754438,OG0004048,M0
8..9,0.0135,0.4384,0.0308,-1707.754438,OG0004048,M0
9..10,0.0026,0.0849,0.0308,-1707.754438,OG0004048,M0
10..11,0.0181,0.5893,0.0308,-1707.754438,OG0004048,M0
11..2,0.0305,0.9921,0.0308,-1707.754438,OG0004048,M0
11..3,0.0242,0.7854,0.0308,-1707.754438,OG0004048,M0
10..4,0.04,1.2989,0.0308,-1707.754438,OG0004048,M0
9..7,0.0251,0.8169,0.0308,-1707.754438,OG0004048,M0
8..12,0.0194,0.6298,0.0308,-1707.754438,OG0004048,M0
12..5,0.0164,0.532,0.0308,-1707.754438,OG0004048,M0
12..6,0.0345,1.1206,0.0308,-1707.754438,OG0004048,M0
8..1,0.0419,1.0059,0.0416,-6385.940579,OG0004073,M0
8..9,0.0321,0.7707,0.0416,-6385.940579,OG0004073,M0
9..10,0.0224,0.5371,0.0416,-6385.940579,OG0004073,M0
10..2,0.0309,0.7416,0.0416,-6385.940579,OG0004073,M0
10..3,0.0418,1.005,0.0416,-6385.940579,OG0004073,M0
9..11,0.0069,0.1653,0.0416,-6385.940579,OG0004073,M0
11..4,0.0454,1.0908,0.0416,-6385.940579,OG0004073,M0
11..12,0.0405,0.9728,0.0416,-6385.940579,OG0004073,M0
12..5,0.0401,0.963,0.0416,-6385.940579,OG0004073,M0
12..6,0.0672,1.6136,0.0416,-6385.940579,OG0004073,M0
8..7,0.0655,1.5743,0.0416,-6385.940579,OG0004073,M0
8..1,0.0823,20.7304,0.004,-3299.461141,OG0004077,M0
8..9,0.0551,13.8758,0.004,-3299.461141,OG0004077,M0
9..10,0.0588,14.8122,0.004,-3299.461141,OG0004077,M0
10..2,0.0357,8.9949,0.004,-3299.461141,OG0004077,M0
10..3,0.0548,13.8151,0.004,-3299.461141,OG0004077,M0
9..11,0.0517,13.039,0.004,-3299.461141,OG0004077,M0
11..4,0.065,16.3924,0.004,-3299.461141,OG0004077,M0
11..12,0.0562,14.1617,0.004,-3299.461141,OG0004077,M0
12..5,0.0443,11.1719,0.004,-3299.461141,OG0004077,M0
12..6,0.0559,14.0915,0.004,-3299.461141,OG0004077,M0
8..7,0.0695,17.5031,0.004,-3299.461141,OG0004077,M0
8..1,0.1133,68.3343,0.0017,-6501.497571,OG0004089,M0
8..9,0.0771,46.4888,0.0017,-6501.497571,OG0004089,M0
9..10,0.0392,23.6488,0.0017,-6501.497571,OG0004089,M0
10..11,0.1172,70.6881,0.0017,-6501.497571,OG0004089,M0
11..2,0.0799,48.2041,0.0017,-6501.497571,OG0004089,M0
11..3,0.1103,66.5285,0.0017,-6501.497571,OG0004089,M0
10..12,0.0899,54.2209,0.0017,-6501.497571,OG0004089,M0
12..5,0.0695,41.9117,0.0017,-6501.497571,OG0004089,M0
12..6,0.0687,41.4434,0.0017,-6501.497571,OG0004089,M0
9..4,0.0722,43.5877,0.0017,-6501.497571,OG0004089,M0
8..7,0.0877,52.9036,0.0017,-6501.497571,OG0004089,M0
8..1,0.2426,33.4907,0.0072,-14296.691318,OG0004090,M0
8..9,0.0406,5.5998,0.0072,-14296.691318,OG0004090,M0
9..10,0.0641,8.8452,0.0072,-14296.691318,OG0004090,M0
10..11,0.057,7.8726,0.0072,-14296.691318,OG0004090,M0
11..2,0.1531,21.1353,0.0072,-14296.691318,OG0004090,M0
11..3,0.176,24.2977,0.0072,-14296.691318,OG0004090,M0
10..12,0.1767,24.3993,0.0072,-14296.691318,OG0004090,M0
12..5,0.2114,29.1874,0.0072,-14296.691318,OG0004090,M0
12..6,0.2168,29.9297,0.0072,-14296.691318,OG0004090,M0
