branch,dN,dS,omega,lnL,SOG,Model
10..12,0.0661,0.9035,0.0731,-10330.291199,OG0004168,M0
12..5,0.1354,1.8506,0.0731,-10330.291199,OG0004168,M0
12..6,0.11,1.5038,0.0731,-10330.291199,OG0004168,M0
9..4,0.1061,1.4504,0.0731,-10330.291199,OG0004168,M0
8..7,0.1351,1.8465,0.0731,-10330.291199,OG0004168,M0
8..1,0.0886,44.9178,0.002,-4069.94715,OG0004184,M0
8..9,0.0695,35.2462,0.002,-4069.94715,OG0004184,M0
9..10,0.0312,15.8205,0.002,-4069.94715,OG0004184,M0
10..11,0.086,43.6208,0.002,-4069.94715,OG0004184,M0
11..2,0.0509,25.8108,0.002,-4069.94715,OG0004184,M0
11..3,0.0518,26.2752,0.002,-4069.94715,OG0004184,M0
10..4,0.1064,53.9603,0.002,-4069.94715,OG0004184,M0
9..12,0.1084,55.0001,0.002,-4069.94715,OG0004184,M0
12..5,0.0723,36.6638,0.002,-4069.94715,OG0004184,M0
12..6,0.0812,41.173,0.002,-4069.94715,OG0004184,M0
8..7,0.1017,51.5906,0.002,-4069.94715,OG0004184,M0
8..1,0.2521,65.0561,0.0039,-12746.674908,OG0003757,M4
8..9,0.1,0.0001,925.379,-12746.674908,OG0003757,M4
9..10,0.0478,0.0,999.0,-12746.674908,OG0003757,M4
10..11,0.1488,0.0001,999.0,-12746.674908,OG0003757,M4
11..2,0.1625,3.1267,0.052,-12746.674908,OG0003757,M4
11..3,0.1471,2.3541,0.0625,-12746.674908,OG0003757,M4
10..12,0.218,0.0002,999.0,-12746.674908,OG0003757,M4
12..5,0.2476,65.0694,0.0038,-12746.674908,OG0003757,M4
12..6,0.2334,65.1113,0.0036,-12746.674908,OG0003757,M4
9..4,0.2077,65.1869,0.0032,-12746.674908,OG0003757,M4
8..7,0.2416,3.0758,0.0785,-12746.674908,OG0003757,M4
8..1,0.128,1.524,0.084,-6080.579983,OG0003775,M4
8..9,0.0295,0.0001,523.9886,-6080.579983,OG0003775,M4
9..10,0.0766,0.0001,999.0,-6080.579983,OG0003775,M4
10..11,0.0698,0.0001,999.0,-6080.579983,OG0003775,M4
11..2,0.094,1.2337,0.0762,-6080.579983,OG0003775,M4
11..3,0.1334,1.2854,0.1038,-6080.579983,OG0003775,M4
10..12,0.0667,0.0001,726.1157,-6080.579983,OG0003775,M4
12..5,0.0919,2.7295,0.0337,-6080.579983,OG0003775,M4
12..6,0.0924,1.6007,0.0577,-6080.579983,OG0003775,M4
9..4,0.1451,1.3311,0.109,-6080.579983,OG0003775,M4
8..7,0.1061,1.7765,0.0597,-6080.579983,OG0003775,M4
8..1,0.1524,3.2873,0.0464,-16131.516567,OG0003761,M4
8..9,0.0557,0.0001,487.5552,-16131.516567,OG0003761,M4
9..10,0.0483,0.0001,851.4815,-16131.516567,OG0003761,M4
10..11,0.0888,0.0001,999.0,-16131.516567,OG0003761,M4
11..2,0.0809,2.8748,0.0282,-16131.516567,OG0003761,M4
11..3,0.0866,2.0397,0.0424,-16131.516567,OG0003761,M4
10..12,0.1186,0.0001,807.4908,-16131.516567,OG0003761,M4
12..5,0.1756,3.4071,0.0515,-16131.516567,OG0003761,M4
12..6,0.1498,4.4222,0.0339,-16131.516567,OG0003761,M4
9..4,0.1256,2.2328,0.0563,-16131.516567,OG0003761,M4
8..7,0.2076,82.5029,0.0025,-16131.516567,OG0003761,M4
8..1,0.1038,75.926,0.0014,-2999.48627,OG0003773,M4
8..9,0.1167,75.8798,0.0015,-2999.48627,OG0003773,M4
9..10,0.0123,0.004,3.0497,-2999.48627,OG0003773,M4
10..11,0.0988,0.0073,13.5384,-2999.48627,OG0003773,M4
11..2,0.1393,4.2261,0.033,-2999.48627,OG0003773,M4
11..3,0.0774,2.9435,0.0263,-2999.48627,OG0003773,M4
10..12,0.0871,1.4241,0.0612,-2999.48627,OG0003773,M4
12..5,0.0234,0.3054,0.0767,-2999.48627,OG0003773,M4
12..6,0.1543,1.8754,0.0823,-2999.48627,OG0003773,M4
9..4,0.0867,60.3866,0.0014,-2999.48627,OG0003773,M4
8..7,0.1034,75.9272,0.0014,-2999.48627,OG0003773,M4
8..1,0.1111,68.6911,0.0016,-3788.173605,OG0003756,M4
8..9,0.0365,0.0022,16.8925,-3788.173605,OG0003756,M4
9..10,0.0228,0.0414,0.5508,-3788.173605,OG0003756,M4
10..11,0.0413,49.9227,0.0008,-3788.173605,OG0003756,M4
11..2,0.0315,0.6475,0.0487,-3788.173605,OG0003756,M4
11..3,0.0914,2.2126,0.0413,-3788.173605,OG0003756,M4
10..12,0.0999,0.0206,4.8398,-3788.173605,OG0003756,M4
12..5,0.092,68.7512,0.0013,-3788.173605,OG0003756,M4
12..6,0.0602,68.8511,0.0009,-3788.173605,OG0003756,M4
9..4,0.0728,68.8115,0.0011,-3788.173605,OG0003756,M4
8..7,0.0471,2.8464,0.0165,-3788.173605,OG0003756,M4
8..1,0.197,58.7241,0.0034,-15594.298455,OG0003777,M4
8..9,0.0851,0.0158,5.3986,-15594.298455,OG0003777,M4
9..10,0.058,0.0131,4.4203,-15594.298455,OG0003777,M4
10..11,0.0826,0.0276,2.996,-15594.298455,OG0003777,M4
11..2,0.0771,44.2111,0.0017,-15594.298455,OG0003777,M4
11..3,0.1126,4.4041,0.0256,-15594.298455,OG0003777,M4
10..12,0.1175,0.0382,3.0779,-15594.298455,OG0003777,M4
12..5,0.1333,49.0043,0.0027,-15594.298455,OG0003777,M4
12..6,0.1562,47.1776,0.0033,-15594.298455,OG0003777,M4
9..4,0.1296,13.5426,0.0096,-15594.298455,OG0003777,M4
8..7,0.2214,77.5932,0.0029,-15594.298455,OG0003777,M4
8..1,0.3358,4.0856,0.0822,-9180.697851,OG0003769,M4
8..9,0.0471,0.0,999.0,-9180.697851,OG0003769,M4
9..10,0.0594,0.0001,999.0,-9180.697851,OG0003769,M4
10..11,0.0673,0.0001,999.0,-9180.697851,OG0003769,M4
11..2,0.0815,73.8935,0.0011,-9180.697851,OG0003769,M4
11..3,0.1078,1.7791,0.0606,-9180.697851,OG0003769,M4
10..4,0.1923,3.3203,0.0579,-9180.697851,OG0003769,M4
9..12,0.1504,0.0002,999.0,-9180.697851,OG0003769,M4
12..5,0.0978,2.6667,0.0367,-9180.697851,OG0003769,M4
12..6,0.1743,4.7917,0.0364,-9180.697851,OG0003769,M4
8..7,0.197,4.7437,0.0415,-9180.697851,OG0003769,M4
8..1,0.1714,3.9279,0.0436,-12643.034868,OG0003764,M4
8..9,0.0445,0.0,999.0,-12643.034868,OG0003764,M4
9..10,0.0573,0.0001,999.0,-12643.034868,OG0003764,M4
10..11,0.0957,3.4174,0.028,-12643.034868,OG0003764,M4
11..2,0.1033,1.7215,0.06,-12643.034868,OG0003764,M4
11..3,0.1123,1.2728,0.0883,-12643.034868,OG0003764,M4
10..12,0.1702,0.0004,467.023,-12643.034868,OG0003764,M4
12..5,0.1196,69.3323,0.0017,-12643.034868,OG0003764,M4
12..6,0.1004,3.9521,0.0254,-12643.034868,OG0003764,M4
9..4,0.1691,4.4998,0.0376,-12643.034868,OG0003764,M4
8..7,0.1536,69.2239,0.0022,-12643.034868,OG0003764,M4
8..1,0.0826,1.887,0.0438,-12338.825592,OG0003751,M4
8..9,0.0457,0.0,999.0,-12338.825592,OG0003751,M4
9..10,0.0211,0.1387,0.152,-12338.825592,OG0003751,M4
10..11,0.0454,0.0001,627.0829,-12338.825592,OG0003751,M4
11..2,0.0376,2.4034,0.0156,-12338.825592,OG0003751,M4
11..3,0.0941,3.7952,0.0248,-12338.825592,OG0003751,M4
10..12,0.0895,0.0001,999.0,-12338.825592,OG0003751,M4
12..5,0.0759,1.8945,0.0401,-12338.825592,OG0003751,M4
12..6,0.083,3.0873,0.0269,-12338.825592,OG0003751,M4
9..4,0.1399,75.2504,0.0019,-12338.825592,OG0003751,M4
8..7,0.0844,1.9368,0.0436,-12338.825592,OG0003751,M4
8..1,0.081,2.0135,0.0402,-8701.474312,OG0003771,M4
8..9,0.0229,74.2241,0.0003,-8701.474312,OG0003771,M4
9..10,0.0393,0.0001,426.0475,-8701.474312,OG0003771,M4
10..11,0.0524,0.0006,88.9926,-8701.474312,OG0003771,M4
11..2,0.056,4.5857,0.0122,-8701.474312,OG0003771,M4
11..3,0.0718,2.3375,0.0307,-8701.474312,OG0003771,M4
10..4,0.1553,73.7662,0.0021,-8701.474312,OG0003771,M4
9..7,0.126,73.8673,0.0017,-8701.474312,OG0003771,M4
8..12,0.107,0.0001,803.2369,-8701.474312,OG0003771,M4
12..5,0.0497,3.0751,0.0162,-8701.474312,OG0003771,M4
12..6,0.0404,1.3656,0.0296,-8701.474312,OG0003771,M4
8..1,0.0736,2.6438,0.0278,-11460.29836,OG0003753,M4
8..9,0.0534,0.16,0.3338,-11460.29836,OG0003753,M4
9..10,0.0474,0.0,999.0,-11460.29836,OG0003753,M4
10..11,0.091,0.2187,0.4161,-11460.29836,OG0003753,M4
11..2,0.0379,1.315,0.0288,-11460.29836,OG0003753,M4
11..3,0.0542,1.0402,0.0521,-11460.29836,OG0003753,M4
10..12,0.1102,0.0001,999.0,-11460.29836,OG0003753,M4
12..5,0.0847,2.0501,0.0413,-11460.29836,OG0003753,M4
12..6,0.0663,1.7018,0.039,-11460.29836,OG0003753,M4
9..4,0.0881,1.8395,0.0479,-11460.29836,OG0003753,M4
8..7,0.1144,62.8665,0.0018,-11460.29836,OG0003753,M4
8..1,0.3194,0.7612,0.4196,-2573.296449,OG0003795,M4
8..9,0.0161,0.2319,0.0696,-2573.296449,OG0003795,M4
9..10,0.0939,0.0084,11.1388,-2573.296449,OG0003795,M4
10..2,0.0941,2.0169,0.0467,-2573.296449,OG0003795,M4
10..3,0.1287,1.0538,0.1221,-2573.296449,OG0003795,M4
9..7,0.2207,88.3905,0.0025,-2573.296449,OG0003795,M4
8..11,0.0506,0.0021,24.075,-2573.296449,OG0003795,M4
11..4,0.0416,0.9981,0.0416,-2573.296449,OG0003795,M4
11..12,0.2357,0.1773,1.3294,-2573.296449,OG0003795,M4
12..5,0.1078,1.9032,0.0566,-2573.296449,OG0003795,M4
12..6,0.1338,93.8883,0.0014,-2573.296449,OG0003795,M4
8..1,0.1998,1.5535,0.1286,-7862.881594,OG0003788,M4
8..9,0.0584,0.0019,30.72,-7862.881594,OG0003788,M4
9..10,0.0712,0.0017,42.043,-7862.881594,OG0003788,M4
10..11,0.094,0.0016,60.6543,-7862.881594,OG0003788,M4
11..2,0.1305,2.2718,0.0574,-7862.881594,OG0003788,M4
11..3,0.1612,0.9763,0.1651,-7862.881594,OG0003788,M4
10..12,0.1801,1.6377,0.11,-7862.881594,OG0003788,M4
12..5,0.1739,1.2764,0.1362,-7862.881594,OG0003788,M4
12..6,0.1489,66.0837,0.0023,-7862.881594,OG0003788,M4
9..4,0.1764,1.0337,0.1707,-7862.881594,OG0003788,M4
8..7,0.1517,2.3708,0.064,-7862.881594,OG0003788,M4
8..1,0.2577,3.4107,0.0756,-9245.200544,OG0003778,M4
8..9,0.0797,0.0001,999.0,-9245.200544,OG0003778,M4
9..10,0.0393,0.0,999.0,-9245.200544,OG0003778,M4
10..11,0.1261,0.0001,999.0,-9245.200544,OG0003778,M4
11..2,0.1027,2.6875,0.0382,-9245.200544,OG0003778,M4
11..3,0.1608,2.1278,0.0756,-9245.200544,OG0003778,M4
10..12,0.1577,0.0002,999.0,-9245.200544,OG0003778,M4
12..5,0.1561,2.6342,0.0593,-9245.200544,OG0003778,M4
12..6,0.1149,2.3475,0.049,-9245.200544,OG0003778,M4
9..4,0.186,5.0716,0.0367,-9245.200544,OG0003778,M4
8..7,0.2754,3.8498,0.0715,-9245.200544,OG0003778,M4
8..1,0.238,1.2769,0.1864,-4838.123703,OG0003796,M4
8..9,0.0971,0.0001,999.0,-4838.123703,OG0003796,M4
9..10,0.0524,0.0001,999.0,-4838.123703,OG0003796,M4
10..11,0.0574,0.0001,999.0,-4838.123703,OG0003796,M4
11..2,0.0804,1.9371,0.0415,-4838.123703,OG0003796,M4
11..3,0.1103,59.7555,0.0018,-4838.123703,OG0003796,M4
10..4,0.1048,1.3587,0.0771,-4838.123703,OG0003796,M4
9..12,0.0879,0.0001,999.0,-4838.123703,OG0003796,M4
12..5,0.1081,1.3837,0.0781,-4838.123703,OG0003796,M4
12..6,0.0813,2.1062,0.0386,-4838.123703,OG0003796,M4
8..7,0.1565,59.6353,0.0026,-4838.123703,OG0003796,M4
8..1,0.0932,1.355,0.0688,-5105.967173,OG0003806,M4
8..9,0.0256,0.0899,0.2854,-5105.967173,OG0003806,M4
9..10,0.0143,0.0046,3.0953,-5105.967173,OG0003806,M4
10..11,0.0465,0.0131,3.5463,-5105.967173,OG0003806,M4
11..2,0.0396,1.5073,0.0263,-5105.967173,OG0003806,M4
11..3,0.0422,0.743,0.0567,-5105.967173,OG0003806,M4
10..4,0.0443,0.6935,0.0638,-5105.967173,OG0003806,M4
9..12,0.0714,0.2781,0.2567,-5105.967173,OG0003806,M4
12..5,0.0549,0.4484,0.1225,-5105.967173,OG0003806,M4
12..6,0.0458,0.8107,0.0564,-5105.967173,OG0003806,M4
8..7,0.0648,49.8663,0.0013,-5105.967173,OG0003806,M4
8..1,0.075,1.6144,0.0465,-6754.652975,OG0003802,M4
8..9,0.0351,0.0921,0.3816,-6754.652975,OG0003802,M4
9..10,0.0538,0.0001,999.0,-6754.652975,OG0003802,M4
10..11,0.1138,0.8026,0.1418,-6754.652975,OG0003802,M4
11..2,0.078,1.5387,0.0507,-6754.652975,OG0003802,M4
11..3,0.0485,1.7564,0.0276,-6754.652975,OG0003802,M4
10..12,0.0784,0.0001,999.0,-6754.652975,OG0003802,M4
12..5,0.0854,1.1363,0.0752,-6754.652975,OG0003802,M4
12..6,0.0692,75.923,0.0009,-6754.652975,OG0003802,M4
9..7,0.1214,2.3101,0.0526,-6754.652975,OG0003802,M4
8..4,0.1426,2.2819,0.0625,-6754.652975,OG0003802,M4
8..1,0.0798,1.4266,0.0559,-17223.04264,OG0003808,M4
8..9,0.0407,0.5553,0.0733,-17223.04264,OG0003808,M4
9..10,0.0151,0.0583,0.2588,-17223.04264,OG0003808,M4
10..11,0.0373,0.1793,0.2083,-17223.04264,OG0003808,M4
11..2,0.027,0.9159,0.0295,-17223.04264,OG0003808,M4
11..3,0.0585,0.9798,0.0597,-17223.04264,OG0003808,M4
10..4,0.0412,1.1952,0.0345,-17223.04264,OG0003808,M4
9..12,0.0556,0.0278,1.9954,-17223.04264,OG0003808,M4
12..5,0.039,0.8563,0.0455,-17223.04264,OG0003808,M4
12..6,0.0469,1.2355,0.038,-17223.04264,OG0003808,M4
8..7,0.0563,2.0596,0.0273,-17223.04264,OG0003808,M4
8..1,0.1414,82.0326,0.0017,-6861.522349,OG0003805,M4
8..9,0.102,0.0001,999.0,-6861.522349,OG0003805,M4
9..10,0.0398,0.0,999.0,-6861.522349,OG0003805,M4
10..11,0.0843,82.2584,0.001,-6861.522349,OG0003805,M4
11..2,0.0801,0.5155,0.1553,-6861.522349,OG0003805,M4
11..3,0.0928,0.9862,0.0941,-6861.522349,OG0003805,M4
10..12,0.2207,0.0002,999.0,-6861.522349,OG0003805,M4
12..5,0.1265,82.0915,0.0015,-6861.522349,OG0003805,M4
12..6,0.149,82.0024,0.0018,-6861.522349,OG0003805,M4
9..4,0.1515,7.049,0.0215,-6861.522349,OG0003805,M4
8..7,0.1278,12.6246,0.0101,-6861.522349,OG0003805,M4
8..1,0.2746,6.3788,0.0431,-5350.483094,OG0003781,M4
8..9,0.0551,0.0001,999.0,-5350.483094,OG0003781,M4
9..10,0.1215,0.0001,999.0,-5350.483094,OG0003781,M4
10..2,0.1484,8.5614,0.0173,-5350.483094,OG0003781,M4
10..3,0.1442,10.5498,0.0137,-5350.483094,OG0003781,M4
9..4,0.1492,67.7517,0.0022,-5350.483094,OG0003781,M4
8..11,0.0456,0.0,999.0,-5350.483094,OG0003781,M4
11..12,0.1603,0.0002,999.0,-5350.483094,OG0003781,M4
12..5,0.2104,9.0843,0.0232,-5350.483094,OG0003781,M4
12..6,0.1801,16.1437,0.0112,-5350.483094,OG0003781,M4
11..7,0.2452,5.3966,0.0454,-5350.483094,OG0003781,M4
8..1,0.1242,2.3265,0.0534,-10023.275837,OG0003789,M4
8..9,0.0506,0.0001,999.0,-10023.275837,OG0003789,M4
9..10,0.0743,0.0001,999.0,-10023.275837,OG0003789,M4
10..11,0.1596,0.0002,999.0,-10023.275837,OG0003789,M4
11..2,0.0637,1.5663,0.0406,-10023.275837,OG0003789,M4
11..3,0.0862,1.8478,0.0467,-10023.275837,OG0003789,M4
10..12,0.1692,78.6698,0.0022,-10023.275837,OG0003789,M4
12..5,0.1266,78.8296,0.0016,-10023.275837,OG0003789,M4
12..6,0.122,2.7478,0.0444,-10023.275837,OG0003789,M4
9..4,0.1926,4.2304,0.0455,-10023.275837,OG0003789,M4
8..7,0.1955,3.526,0.0555,-10023.275837,OG0003789,M4
8..1,0.1431,3.7466,0.0382,-7322.39635,OG0003787,M4
8..9,0.0348,0.0,999.0,-7322.39635,OG0003787,M4
9..10,0.0919,0.0001,681.9084,-7322.39635,OG0003787,M4
10..11,0.1511,0.0002,999.0,-7322.39635,OG0003787,M4
11..2,0.0806,2.2827,0.0353,-7322.39635,OG0003787,M4
11..3,0.1366,2.3949,0.057,-7322.39635,OG0003787,M4
10..12,0.1492,0.0001,999.0,-7322.39635,OG0003787,M4
12..5,0.1513,3.5787,0.0423,-7322.39635,OG0003787,M4
12..6,0.1274,3.3313,0.0383,-7322.39635,OG0003787,M4
9..7,0.2696,8.3828,0.0322,-7322.39635,OG0003787,M4
8..4,0.3546,5.0866,0.0697,-7322.39635,OG0003787,M4
8..1,0.2259,21.1163,0.0107,-11486.762424,OG0003782,M4
8..9,0.0523,0.0024,21.8836,-11486.762424,OG0003782,M4
9..10,0.029,0.001,28.0958,-11486.762424,OG0003782,M4
10..11,0.1315,0.0034,38.3265,-11486.762424,OG0003782,M4
11..2,0.1617,15.1625,0.0107,-11486.762424,OG0003782,M4
11..3,0.1666,74.3509,0.0022,-11486.762424,OG0003782,M4
10..12,0.133,74.4684,0.0018,-11486.762424,OG0003782,M4
12..5,0.1448,74.427,0.0019,-11486.762424,OG0003782,M4
12..6,0.1289,74.4825,0.0017,-11486.762424,OG0003782,M4
9..4,0.2456,25.8082,0.0095,-11486.762424,OG0003782,M4
8..7,0.2249,74.147,0.003,-11486.762424,OG0003782,M4
8..1,0.1746,1.4497,0.1204,-9739.658083,OG0003827,M4
8..9,0.0967,0.0162,5.9883,-9739.658083,OG0003827,M4
9..10,0.0607,0.0001,999.0,-9739.658083,OG0003827,M4
10..11,0.0506,0.544,0.093,-9739.658083,OG0003827,M4
11..2,0.1057,0.6403,0.1651,-9739.658083,OG0003827,M4
11..3,0.1606,1.103,0.1456,-9739.658083,OG0003827,M4
10..4,0.2436,0.9328,0.2611,-9739.658083,OG0003827,M4
9..12,0.0914,0.0001,999.0,-9739.658083,OG0003827,M4
12..5,0.1293,1.1213,0.1153,-9739.658083,OG0003827,M4
12..6,0.1147,1.2963,0.0885,-9739.658083,OG0003827,M4
8..7,0.1762,3.5642,0.0494,-9739.658083,OG0003827,M4
8..1,0.3434,3.5961,0.0955,-9373.760114,OG0003811,M4
8..9,0.0561,0.0001,999.0,-9373.760114,OG0003811,M4
9..10,0.0481,0.0,999.0,-9373.760114,OG0003811,M4
10..11,0.0863,0.0001,999.0,-9373.760114,OG0003811,M4
11..2,0.0992,1.8048,0.0549,-9373.760114,OG0003811,M4
11..3,0.1555,1.4264,0.109,-9373.760114,OG0003811,M4
10..12,0.1657,0.0002,999.0,-9373.760114,OG0003811,M4
12..5,0.116,2.492,0.0465,-9373.760114,OG0003811,M4
12..6,0.1408,2.8421,0.0495,-9373.760114,OG0003811,M4
9..4,0.1261,2.0413,0.0618,-9373.760114,OG0003811,M4
8..7,0.2271,3.0325,0.0749,-9373.760114,OG0003811,M4
8..1,0.1431,70.4292,0.002,-10532.288372,OG0003817,M4
8..9,0.0257,0.0,999.0,-10532.288372,OG0003817,M4
9..10,0.0239,0.0,999.0,-10532.288372,OG0003817,M4
10..11,0.0513,0.0001,522.2883,-10532.288372,OG0003817,M4
11..2,0.1109,64.2094,0.0017,-10532.288372,OG0003817,M4
11..3,0.0973,3.8942,0.025,-10532.288372,OG0003817,M4
10..7,0.15,70.4067,0.0021,-10532.288372,OG0003817,M4
9..4,0.1012,70.5655,0.0014,-10532.288372,OG0003817,M4
8..12,0.1279,0.0001,999.0,-10532.288372,OG0003817,M4
12..5,0.097,2.2852,0.0425,-10532.288372,OG0003817,M4
12..6,0.0886,1.7352,0.0511,-10532.288372,OG0003817,M4
8..1,0.4712,2.763,0.1705,-6059.183787,OG0003826,M4
8..9,0.1928,0.0002,999.0,-6059.183787,OG0003826,M4
9..2,0.1878,72.9906,0.0026,-6059.183787,OG0003826,M4
9..3,0.2379,2.1241,0.112,-6059.183787,OG0003826,M4
8..10,0.0322,0.0001,271.7404,-6059.183787,OG0003826,M4
10..11,0.1001,0.0001,848.9299,-6059.183787,OG0003826,M4
11..4,0.2052,3.8644,0.0531,-6059.183787,OG0003826,M4
11..7,0.1977,72.9567,0.0027,-6059.183787,OG0003826,M4
10..12,0.1303,0.4051,0.3216,-6059.183787,OG0003826,M4
12..5,0.1563,1.6584,0.0942,-6059.183787,OG0003826,M4
12..6,0.1607,1.3987,0.1149,-6059.183787,OG0003826,M4
8..1,0.1124,1.153,0.0975,-5758.12753,OG0003810,M4
8..9,0.0316,0.0,999.0,-5758.12753,OG0003810,M4
9..2,0.0521,0.8304,0.0628,-5758.12753,OG0003810,M4
9..10,0.0325,0.0,999.0,-5758.12753,OG0003810,M4
10..3,0.0462,0.8278,0.0558,-5758.12753,OG0003810,M4
10..11,0.0838,0.3451,0.243,-5758.12753,OG0003810,M4
11..5,0.0911,0.6118,0.1489,-5758.12753,OG0003810,M4
11..6,0.0805,0.7927,0.1015,-5758.12753,OG0003810,M4
8..12,0.0158,0.0,999.0,-5758.12753,OG0003810,M4
12..4,0.0592,0.7251,0.0816,-5758.12753,OG0003810,M4
12..7,0.1348,77.8906,0.0017,-5758.12753,OG0003810,M4
8..1,0.1164,3.4664,0.0336,-5894.570851,OG0003804,M4
8..9,0.0256,0.7597,0.0337,-5894.570851,OG0003804,M4
9..10,0.0568,0.3538,0.1606,-5894.570851,OG0003804,M4
10..11,0.0381,0.7937,0.0479,-5894.570851,OG0003804,M4
11..2,0.072,1.0771,0.0669,-5894.570851,OG0003804,M4
11..3,0.0523,0.5777,0.0906,-5894.570851,OG0003804,M4
10..12,0.0669,0.0186,3.5902,-5894.570851,OG0003804,M4
12..5,0.0721,1.149,0.0627,-5894.570851,OG0003804,M4
12..6,0.0581,1.0373,0.056,-5894.570851,OG0003804,M4
9..7,0.1604,0.768,0.2089,-5894.570851,OG0003804,M4
8..4,0.104,60.9987,0.0017,-5894.570851,OG0003804,M4
8..1,0.1819,0.4071,0.4468,-4545.443417,OG0003818,M4
8..9,0.1138,0.0003,417.3988,-4545.443417,OG0003818,M4
9..10,0.0476,0.0002,227.0116,-4545.443417,OG0003818,M4
10..11,0.0868,1.5882,0.0547,-4545.443417,OG0003818,M4
11..2,0.2551,1.1956,0.2134,-4545.443417,OG0003818,M4
11..3,0.394,65.7909,0.006,-4545.443417,OG0003818,M4
10..4,0.2034,15.339,0.0133,-4545.443417,OG0003818,M4
9..12,0.0813,0.0001,999.0,-4545.443417,OG0003818,M4
12..5,0.2728,66.1567,0.0041,-4545.443417,OG0003818,M4
12..6,0.2825,66.1276,0.0043,-4545.443417,OG0003818,M4
8..7,0.2925,66.0973,0.0044,-4545.443417,OG0003818,M4
8..1,0.0702,1.7741,0.0395,-6276.173092,OG0003823,M4
8..9,0.0484,0.0,999.0,-6276.173092,OG0003823,M4
9..10,0.0291,0.0,999.0,-6276.173092,OG0003823,M4
10..11,0.0506,0.5336,0.0948,-6276.173092,OG0003823,M4
11..2,0.0221,0.9242,0.0239,-6276.173092,OG0003823,M4
11..3,0.0369,0.6491,0.0569,-6276.173092,OG0003823,M4
10..12,0.0546,0.3886,0.1406,-6276.173092,OG0003823,M4
12..5,0.0475,0.8587,0.0554,-6276.173092,OG0003823,M4
12..6,0.0314,1.0443,0.03,-6276.173092,OG0003823,M4
9..4,0.0443,1.6251,0.0273,-6276.173092,OG0003823,M4
8..7,0.0889,1.72,0.0517,-6276.173092,OG0003823,M4
8..1,0.2261,10.3539,0.0218,-12713.708792,OG0003812,M4
8..9,0.1664,0.0002,999.0,-12713.708792,OG0003812,M4
9..2,0.0867,3.627,0.0239,-12713.708792,OG0003812,M4
9..3,0.093,72.0944,0.0013,-12713.708792,OG0003812,M4
8..10,0.0506,0.0001,999.0,-12713.708792,OG0003812,M4
10..11,0.0492,0.0,999.0,-12713.708792,OG0003812,M4
11..4,0.1544,8.652,0.0178,-12713.708792,OG0003812,M4
11..12,0.1516,0.0002,999.0,-12713.708792,OG0003812,M4
12..5,0.202,4.1377,0.0488,-12713.708792,OG0003812,M4
12..6,0.146,71.9171,0.002,-12713.708792,OG0003812,M4
10..7,0.1865,3.9809,0.0468,-12713.708792,OG0003812,M4
8..1,0.1032,5.2728,0.0196,-4157.052809,OG0003814,M4
8..9,0.0264,0.0,999.0,-4157.052809,OG0003814,M4
9..10,0.0663,0.0001,999.0,-4157.052809,OG0003814,M4
10..2,0.0508,1.7974,0.0283,-4157.052809,OG0003814,M4
10..3,0.0512,1.446,0.0354,-4157.052809,OG0003814,M4
9..11,0.0825,4.4172,0.0187,-4157.052809,OG0003814,M4
11..5,0.052,3.9458,0.0132,-4157.052809,OG0003814,M4
11..6,0.0632,5.4579,0.0116,-4157.052809,OG0003814,M4
8..12,0.0216,0.0,999.0,-4157.052809,OG0003814,M4
12..4,0.0881,1.0915,0.0807,-4157.052809,OG0003814,M4
12..7,0.07,3.726,0.0188,-4157.052809,OG0003814,M4
8..1,0.0145,1.5144,0.0096,-2379.339197,OG0003801,M4
8..9,0.0,0.1985,0.0001,-2379.339197,OG0003801,M4
9..10,0.0175,0.0,999.0,-2379.339197,OG0003801,M4
10..11,0.045,0.4068,0.1107,-2379.339197,OG0003801,M4
11..2,0.0419,1.251,0.0335,-2379.339197,OG0003801,M4
11..3,0.0432,1.6761,0.0258,-2379.339197,OG0003801,M4
10..12,0.03,0.37,0.0812,-2379.339197,OG0003801,M4
12..5,0.0309,1.1073,0.0279,-2379.339197,OG0003801,M4
12..6,0.0102,1.7276,0.0059,-2379.339197,OG0003801,M4
9..4,0.0021,0.796,0.0026,-2379.339197,OG0003801,M4
8..7,0.0021,1.0703,0.002,-2379.339197,OG0003801,M4
8..1,0.5317,85.8486,0.0062,-8765.606446,OG0003822,M4
8..9,0.047,0.0001,921.9711,-8765.606446,OG0003822,M4
9..10,0.0527,0.0001,568.2072,-8765.606446,OG0003822,M4
10..11,0.4095,0.0033,125.1141,-8765.606446,OG0003822,M4
11..2,0.2283,3.9781,0.0574,-8765.606446,OG0003822,M4
11..3,0.4345,4.2433,0.1024,-8765.606446,OG0003822,M4
10..12,0.1987,0.0005,439.0063,-8765.606446,OG0003822,M4
12..5,0.2509,40.9565,0.0061,-8765.606446,OG0003822,M4
12..6,0.1584,87.4494,0.0018,-8765.606446,OG0003822,M4
9..4,0.2623,87.0038,0.003,-8765.606446,OG0003822,M4
8..7,0.3628,86.5727,0.0042,-8765.606446,OG0003822,M4
8..1,0.1131,1.6378,0.069,-5393.225035,OG0003820,M4
8..9,0.037,0.0004,91.8915,-5393.225035,OG0003820,M4
9..10,0.0388,0.0031,12.5699,-5393.225035,OG0003820,M4
10..11,0.0749,0.6651,0.1126,-5393.225035,OG0003820,M4
