branch,dN,dS,omega,lnL,SOG,Model
8..9,0.0639,25.3355,0.0025,-5930.855222,OG0004161,M0
9..10,0.0666,26.3769,0.0025,-5930.855222,OG0004161,M0
10..11,0.0887,35.1392,0.0025,-5930.855222,OG0004161,M0
11..2,0.1238,49.0471,0.0025,-5930.855222,OG0004161,M0
11..3,0.0547,21.6732,0.0025,-5930.855222,OG0004161,M0
10..12,0.0989,39.1796,0.0025,-5930.855222,OG0004161,M0
12..5,0.0876,34.7172,0.0025,-5930.855222,OG0004161,M0
12..6,0.048,19.0117,0.0025,-5930.855222,OG0004161,M0
9..4,0.1916,75.9044,0.0025,-5930.855222,OG0004161,M0
8..7,0.1522,60.2883,0.0025,-5930.855222,OG0004161,M0
8..1,0.0673,1.1461,0.0587,-6185.315395,OG0004173,M0
8..9,0.0457,0.778,0.0587,-6185.315395,OG0004173,M0
9..10,0.0172,0.2934,0.0587,-6185.315395,OG0004173,M0
10..11,0.0425,0.7242,0.0587,-6185.315395,OG0004173,M0
11..2,0.0515,0.8777,0.0587,-6185.315395,OG0004173,M0
11..3,0.0633,1.0788,0.0587,-6185.315395,OG0004173,M0
10..12,0.0541,0.9218,0.0587,-6185.315395,OG0004173,M0
12..5,0.097,1.6521,0.0587,-6185.315395,OG0004173,M0
12..6,0.1017,1.7326,0.0587,-6185.315395,OG0004173,M0
9..4,0.0567,0.9657,0.0587,-6185.315395,OG0004173,M0
8..7,0.1036,1.764,0.0587,-6185.315395,OG0004173,M0
8..1,0.1988,5.8229,0.0341,-4322.360145,OG0004182,M0
8..9,0.0754,2.2098,0.0341,-4322.360145,OG0004182,M0
9..10,0.0722,2.1162,0.0341,-4322.360145,OG0004182,M0
10..2,0.1182,3.4617,0.0341,-4322.360145,OG0004182,M0
10..3,0.0975,2.8553,0.0341,-4322.360145,OG0004182,M0
9..11,0.1776,5.2029,0.0341,-4322.360145,OG0004182,M0
11..5,0.0876,2.5653,0.0341,-4322.360145,OG0004182,M0
11..6,0.1307,3.8294,0.0341,-4322.360145,OG0004182,M0
8..12,0.0706,2.0689,0.0341,-4322.360145,OG0004182,M0
12..4,0.165,4.8337,0.0341,-4322.360145,OG0004182,M0
12..7,0.1611,4.719,0.0341,-4322.360145,OG0004182,M0
8..1,0.6427,73.4673,0.0087,-3580.867178,OG0004169,M0
8..9,0.0,0.0,0.0087,-3580.867178,OG0004169,M0
9..2,0.2717,31.0563,0.0087,-3580.867178,OG0004169,M0
9..10,0.043,4.9135,0.0087,-3580.867178,OG0004169,M0
10..11,0.057,6.5199,0.0087,-3580.867178,OG0004169,M0
11..4,0.158,18.0623,0.0087,-3580.867178,OG0004169,M0
11..12,0.1237,14.134,0.0087,-3580.867178,OG0004169,M0
12..5,0.1595,18.2271,0.0087,-3580.867178,OG0004169,M0
12..6,0.2751,31.4416,0.0087,-3580.867178,OG0004169,M0
10..7,0.3891,44.4767,0.0087,-3580.867178,OG0004169,M0
8..3,0.3037,34.7169,0.0087,-3580.867178,OG0004169,M0
8..1,0.1373,5.4622,0.0251,-6485.052003,OG0003841,M2
8..9,0.0048,0.1263,0.0379,-6485.052003,OG0003841,M2
9..10,0.0262,0.6922,0.0379,-6485.052003,OG0003841,M2
10..11,0.0411,1.0841,0.0379,-6485.052003,OG0003841,M2
11..2,0.0956,2.5199,0.0379,-6485.052003,OG0003841,M2
11..3,0.084,3.3434,0.0251,-6485.052003,OG0003841,M2
10..12,0.061,1.6076,0.0379,-6485.052003,OG0003841,M2
12..5,0.0846,2.2299,0.0379,-6485.052003,OG0003841,M2
12..6,0.0561,2.2325,0.0251,-6485.052003,OG0003841,M2
9..7,0.1353,5.3818,0.0251,-6485.052003,OG0003841,M2
8..4,0.1556,4.1034,0.0379,-6485.052003,OG0003841,M2
8..1,0.4318,3.2829,0.1315,-6061.949137,OG0003826,M2
8..9,0.1732,2.2043,0.0786,-6061.949137,OG0003826,M2
9..2,0.2151,2.7378,0.0786,-6061.949137,OG0003826,M2
9..3,0.2515,1.9117,0.1315,-6061.949137,OG0003826,M2
8..10,0.0248,0.3151,0.0786,-6061.949137,OG0003826,M2
10..11,0.085,1.0817,0.0786,-6061.949137,OG0003826,M2
11..4,0.1791,2.2794,0.0786,-6061.949137,OG0003826,M2
11..7,0.2407,1.83,0.1315,-6061.949137,OG0003826,M2
10..12,0.1445,1.8385,0.0786,-6061.949137,OG0003826,M2
12..5,0.1435,1.8262,0.0786,-6061.949137,OG0003826,M2
12..6,0.1602,1.2181,0.1315,-6061.949137,OG0003826,M2
8..1,0.1722,2.6932,0.064,-12883.312897,OG0004175,M0
8..9,0.0349,0.5453,0.064,-12883.312897,OG0004175,M0
9..10,0.0561,0.8773,0.064,-12883.312897,OG0004175,M0
10..11,0.0765,1.1966,0.064,-12883.312897,OG0004175,M0
11..2,0.0766,1.1974,0.064,-12883.312897,OG0004175,M0
11..3,0.1107,1.7315,0.064,-12883.312897,OG0004175,M0
10..12,0.1062,1.6598,0.064,-12883.312897,OG0004175,M0
12..5,0.0848,1.3262,0.064,-12883.312897,OG0004175,M0
12..6,0.0267,0.4176,0.064,-12883.312897,OG0004175,M0
9..4,0.1034,1.6166,0.064,-12883.312897,OG0004175,M0
8..7,0.1702,2.661,0.064,-12883.312897,OG0004175,M0
8..1,0.1537,25.9961,0.0059,-6154.283846,OG0003833,M2
8..9,0.0221,3.1213,0.0071,-6154.283846,OG0003833,M2
9..10,0.1266,17.8913,0.0071,-6154.283846,OG0003833,M2
10..11,0.067,9.4674,0.0071,-6154.283846,OG0003833,M2
11..2,0.0747,10.5471,0.0071,-6154.283846,OG0003833,M2
11..3,0.085,14.3778,0.0059,-6154.283846,OG0003833,M2
10..12,0.227,32.0776,0.0071,-6154.283846,OG0003833,M2
12..5,0.1436,20.291,0.0071,-6154.283846,OG0003833,M2
12..6,0.1438,24.3195,0.0059,-6154.283846,OG0003833,M2
9..7,0.3964,67.0609,0.0059,-6154.283846,OG0003833,M2
8..4,0.2758,38.9625,0.0071,-6154.283846,OG0003833,M2
8..1,0.1149,22.4872,0.0051,-5811.043441,OG0004148,M0
8..9,0.0343,6.702,0.0051,-5811.043441,OG0004148,M0
9..10,0.0215,4.2155,0.0051,-5811.043441,OG0004148,M0
10..11,0.0655,12.808,0.0051,-5811.043441,OG0004148,M0
11..2,0.1396,27.3153,0.0051,-5811.043441,OG0004148,M0
11..3,0.0967,18.9188,0.0051,-5811.043441,OG0004148,M0
10..4,0.1283,25.1065,0.0051,-5811.043441,OG0004148,M0
9..12,0.1224,23.9456,0.0051,-5811.043441,OG0004148,M0
12..5,0.2269,44.3985,0.0051,-5811.043441,OG0004148,M0
12..6,0.1399,27.3683,0.0051,-5811.043441,OG0004148,M0
8..7,0.1379,26.98,0.0051,-5811.043441,OG0004148,M0
8..1,0.4214,27.3155,0.0154,-7841.266181,OG0004159,M0
8..9,0.0496,3.213,0.0154,-7841.266181,OG0004159,M0
9..10,0.1118,7.2475,0.0154,-7841.266181,OG0004159,M0
10..2,0.188,12.1874,0.0154,-7841.266181,OG0004159,M0
10..3,0.2146,13.9065,0.0154,-7841.266181,OG0004159,M0
9..7,0.3499,22.681,0.0154,-7841.266181,OG0004159,M0
8..11,0.069,4.4719,0.0154,-7841.266181,OG0004159,M0
11..4,0.202,13.0922,0.0154,-7841.266181,OG0004159,M0
11..12,0.2327,15.0853,0.0154,-7841.266181,OG0004159,M0
12..5,0.2417,15.6652,0.0154,-7841.266181,OG0004159,M0
12..6,0.3548,22.9944,0.0154,-7841.266181,OG0004159,M0
8..1,0.2,2.0434,0.0979,-10211.35426,OG0003827,M2
8..9,0.0939,0.4506,0.2084,-10211.35426,OG0003827,M2
9..10,0.0512,0.2457,0.2084,-10211.35426,OG0003827,M2
10..11,0.0655,0.3145,0.2084,-10211.35426,OG0003827,M2
11..2,0.1019,0.489,0.2084,-10211.35426,OG0003827,M2
11..3,0.1555,1.5881,0.0979,-10211.35426,OG0003827,M2
10..4,0.2475,1.1877,0.2084,-10211.35426,OG0003827,M2
9..12,0.0954,0.4576,0.2084,-10211.35426,OG0003827,M2
12..5,0.1456,0.6986,0.2084,-10211.35426,OG0003827,M2
12..6,0.119,1.216,0.0979,-10211.35426,OG0003827,M2
8..7,0.1844,1.8832,0.0979,-10211.35426,OG0003827,M2
8..1,0.2181,11.2394,0.0194,-4256.011198,OG0003850,M2
8..9,0.0598,0.5703,0.1049,-4256.011198,OG0003850,M2
9..10,0.06,0.5724,0.1049,-4256.011198,OG0003850,M2
10..2,0.1023,0.9752,0.1049,-4256.011198,OG0003850,M2
10..3,0.1066,5.4964,0.0194,-4256.011198,OG0003850,M2
9..11,0.0505,0.4814,0.1049,-4256.011198,OG0003850,M2
11..4,0.1488,1.4192,0.1049,-4256.011198,OG0003850,M2
11..12,0.0564,0.538,0.1049,-4256.011198,OG0003850,M2
12..5,0.0539,0.5143,0.1049,-4256.011198,OG0003850,M2
12..6,0.0481,2.4788,0.0194,-4256.011198,OG0003850,M2
8..7,0.148,7.6276,0.0194,-4256.011198,OG0003850,M2
8..1,0.2935,54.3993,0.0054,-25589.622117,OG0004143,M0
8..9,0.0786,14.5606,0.0054,-25589.622117,OG0004143,M0
9..10,0.1766,32.7349,0.0054,-25589.622117,OG0004143,M0
10..11,0.4026,74.6146,0.0054,-25589.622117,OG0004143,M0
11..2,0.2797,51.8262,0.0054,-25589.622117,OG0004143,M0
11..3,0.401,74.3104,0.0054,-25589.622117,OG0004143,M0
10..12,0.3284,60.8584,0.0054,-25589.622117,OG0004143,M0
12..5,0.3236,59.9648,0.0054,-25589.622117,OG0004143,M0
12..6,0.2779,51.5012,0.0054,-25589.622117,OG0004143,M0
9..4,0.3197,59.2415,0.0054,-25589.622117,OG0004143,M0
8..7,0.3574,66.2267,0.0054,-25589.622117,OG0004143,M0
8..1,0.0765,1.2388,0.0618,-5931.48967,OG0004135,M0
8..9,0.0604,0.978,0.0618,-5931.48967,OG0004135,M0
9..2,0.0618,1.0004,0.0618,-5931.48967,OG0004135,M0
9..3,0.0709,1.148,0.0618,-5931.48967,OG0004135,M0
8..10,0.0097,0.1571,0.0618,-5931.48967,OG0004135,M0
10..11,0.0371,0.6002,0.0618,-5931.48967,OG0004135,M0
11..4,0.0803,1.3002,0.0618,-5931.48967,OG0004135,M0
11..12,0.0577,0.9338,0.0618,-5931.48967,OG0004135,M0
12..5,0.068,1.1014,0.0618,-5931.48967,OG0004135,M0
12..6,0.0514,0.8322,0.0618,-5931.48967,OG0004135,M0
10..7,0.0523,0.8465,0.0618,-5931.48967,OG0004135,M0
8..1,0.2234,62.6168,0.0036,-24551.506722,OG0004153,M0
8..9,0.0589,16.517,0.0036,-24551.506722,OG0004153,M0
9..10,0.0705,19.7465,0.0036,-24551.506722,OG0004153,M0
10..11,0.101,28.3093,0.0036,-24551.506722,OG0004153,M0
11..2,0.1157,32.4329,0.0036,-24551.506722,OG0004153,M0
11..3,0.1657,46.4253,0.0036,-24551.506722,OG0004153,M0
10..12,0.215,60.2671,0.0036,-24551.506722,OG0004153,M0
12..5,0.2436,68.2838,0.0036,-24551.506722,OG0004153,M0
12..6,0.1555,43.5713,0.0036,-24551.506722,OG0004153,M0
9..4,0.145,40.6369,0.0036,-24551.506722,OG0004153,M0
8..7,0.1118,31.3377,0.0036,-24551.506722,OG0004153,M0
8..1,0.158,64.1299,0.0025,-10644.160586,OG0004168,M0
8..9,0.037,15.0072,0.0025,-10644.160586,OG0004168,M0
9..10,0.0739,29.9859,0.0025,-10644.160586,OG0004168,M0
10..11,0.1315,53.3655,0.0025,-10644.160586,OG0004168,M0
11..2,0.1081,43.8587,0.0025,-10644.160586,OG0004168,M0
11..3,0.0783,31.7715,0.0025,-10644.160586,OG0004168,M0
10..12,0.0861,34.93,0.0025,-10644.160586,OG0004168,M0
12..5,0.1276,51.7735,0.0025,-10644.160586,OG0004168,M0
12..6,0.1054,42.7642,0.0025,-10644.160586,OG0004168,M0
9..4,0.0838,34.0046,0.0025,-10644.160586,OG0004168,M0
8..7,0.1392,56.502,0.0025,-10644.160586,OG0004168,M0
8..1,0.1145,2.7824,0.0412,-12501.540205,OG0004178,M0
8..9,0.0444,1.0779,0.0412,-12501.540205,OG0004178,M0
9..10,0.0296,0.7203,0.0412,-12501.540205,OG0004178,M0
10..11,0.046,1.117,0.0412,-12501.540205,OG0004178,M0
11..2,0.0605,1.4712,0.0412,-12501.540205,OG0004178,M0
11..3,0.0948,2.3032,0.0412,-12501.540205,OG0004178,M0
10..12,0.1075,2.6114,0.0412,-12501.540205,OG0004178,M0
12..5,0.0842,2.0462,0.0412,-12501.540205,OG0004178,M0
12..6,0.0905,2.1992,0.0412,-12501.540205,OG0004178,M0
9..4,0.0753,1.8299,0.0412,-12501.540205,OG0004178,M0
8..7,0.0935,2.2726,0.0412,-12501.540205,OG0004178,M0
8..1,0.0934,2.1335,0.0438,-8801.882256,OG0004190,M0
8..9,0.0486,1.1108,0.0438,-8801.882256,OG0004190,M0
9..10,0.0231,0.5277,0.0438,-8801.882256,OG0004190,M0
10..11,0.0951,2.1712,0.0438,-8801.882256,OG0004190,M0
11..2,0.0705,1.6103,0.0438,-8801.882256,OG0004190,M0
11..3,0.0584,1.3327,0.0438,-8801.882256,OG0004190,M0
10..4,0.0913,2.0842,0.0438,-8801.882256,OG0004190,M0
9..12,0.0928,2.1179,0.0438,-8801.882256,OG0004190,M0
12..5,0.0558,1.275,0.0438,-8801.882256,OG0004190,M0
12..6,0.0569,1.2997,0.0438,-8801.882256,OG0004190,M0
8..7,0.0788,1.8003,0.0438,-8801.882256,OG0004190,M0
8..1,0.1813,2.9617,0.0612,-16487.031083,OG0004146,M0
8..9,0.0626,1.0226,0.0612,-16487.031083,OG0004146,M0
9..10,0.0247,0.4038,0.0612,-16487.031083,OG0004146,M0
10..11,0.0771,1.2599,0.0612,-16487.031083,OG0004146,M0
11..2,0.0853,1.3937,0.0612,-16487.031083,OG0004146,M0
11..3,0.087,1.421,0.0612,-16487.031083,OG0004146,M0
10..12,0.1325,2.1653,0.0612,-16487.031083,OG0004146,M0
12..5,0.0894,1.4606,0.0612,-16487.031083,OG0004146,M0
12..6,0.0884,1.4448,0.0612,-16487.031083,OG0004146,M0
9..4,0.1349,2.2035,0.0612,-16487.031083,OG0004146,M0
8..7,0.1466,2.3955,0.0612,-16487.031083,OG0004146,M0
8..1,0.2028,26.7232,0.0076,-9284.531767,OG0004154,M0
8..9,0.0761,10.0281,0.0076,-9284.531767,OG0004154,M0
9..10,0.0343,4.513,0.0076,-9284.531767,OG0004154,M0
10..11,0.1386,18.2623,0.0076,-9284.531767,OG0004154,M0
11..2,0.0877,11.5599,0.0076,-9284.531767,OG0004154,M0
11..3,0.1363,17.9552,0.0076,-9284.531767,OG0004154,M0
10..12,0.2147,28.2866,0.0076,-9284.531767,OG0004154,M0
12..5,0.1768,23.299,0.0076,-9284.531767,OG0004154,M0
12..6,0.1087,14.3273,0.0076,-9284.531767,OG0004154,M0
9..4,0.1912,25.192,0.0076,-9284.531767,OG0004154,M0
8..7,0.2226,29.3317,0.0076,-9284.531767,OG0004154,M0
8..1,0.0499,0.7174,0.0695,-2766.574319,OG0004149,M0
8..9,0.0219,0.3146,0.0695,-2766.574319,OG0004149,M0
9..10,0.0214,0.3079,0.0695,-2766.574319,OG0004149,M0
10..2,0.0277,0.3987,0.0695,-2766.574319,OG0004149,M0
10..3,0.0367,0.5283,0.0695,-2766.574319,OG0004149,M0
9..11,0.048,0.6909,0.0695,-2766.574319,OG0004149,M0
11..5,0.0253,0.364,0.0695,-2766.574319,OG0004149,M0
11..6,0.0605,0.8709,0.0695,-2766.574319,OG0004149,M0
8..12,0.0266,0.3825,0.0695,-2766.574319,OG0004149,M0
12..4,0.1147,1.6507,0.0695,-2766.574319,OG0004149,M0
12..7,0.0351,0.5046,0.0695,-2766.574319,OG0004149,M0
8..1,0.0674,1.7193,0.0392,-9564.892433,OG0004152,M0
8..9,0.0423,1.0787,0.0392,-9564.892433,OG0004152,M0
9..10,0.014,0.3572,0.0392,-9564.892433,OG0004152,M0
10..11,0.0444,1.1318,0.0392,-9564.892433,OG0004152,M0
11..2,0.0489,1.2467,0.0392,-9564.892433,OG0004152,M0
11..3,0.0488,1.2439,0.0392,-9564.892433,OG0004152,M0
10..12,0.0421,1.0726,0.0392,-9564.892433,OG0004152,M0
12..5,0.0547,1.3959,0.0392,-9564.892433,OG0004152,M0
12..6,0.0434,1.1076,0.0392,-9564.892433,OG0004152,M0
9..4,0.1497,3.8184,0.0392,-9564.892433,OG0004152,M0
8..7,0.0736,1.8784,0.0392,-9564.892433,OG0004152,M0
8..1,0.1349,7.5016,0.018,-6756.309771,OG0004130,M0
8..9,0.0307,1.7099,0.018,-6756.309771,OG0004130,M0
9..10,0.0521,2.8951,0.018,-6756.309771,OG0004130,M0
10..11,0.1287,7.1604,0.018,-6756.309771,OG0004130,M0
11..2,0.1212,6.7387,0.018,-6756.309771,OG0004130,M0
11..3,0.1542,8.5751,0.018,-6756.309771,OG0004130,M0
10..12,0.1184,6.5826,0.018,-6756.309771,OG0004130,M0
12..5,0.2041,11.3503,0.018,-6756.309771,OG0004130,M0
12..6,0.1124,6.2492,0.018,-6756.309771,OG0004130,M0
9..4,0.1061,5.9025,0.018,-6756.309771,OG0004130,M0
8..7,0.1625,9.039,0.018,-6756.309771,OG0004130,M0
8..1,0.153,1.8716,0.0818,-5501.693826,OG0004158,M0
8..9,0.0731,0.8939,0.0818,-5501.693826,OG0004158,M0
9..10,0.0365,0.4463,0.0818,-5501.693826,OG0004158,M0
10..11,0.0706,0.8641,0.0818,-5501.693826,OG0004158,M0
11..2,0.0715,0.8749,0.0818,-5501.693826,OG0004158,M0
11..3,0.1023,1.2508,0.0818,-5501.693826,OG0004158,M0
10..12,0.0829,1.0138,0.0818,-5501.693826,OG0004158,M0
12..5,0.0636,0.7777,0.0818,-5501.693826,OG0004158,M0
12..6,0.0763,0.9326,0.0818,-5501.693826,OG0004158,M0
9..4,0.0751,0.9186,0.0818,-5501.693826,OG0004158,M0
8..7,0.1238,1.5146,0.0818,-5501.693826,OG0004158,M0
8..1,0.4405,37.0691,0.0119,-9184.781086,OG0004156,M0
8..9,0.1626,13.6837,0.0119,-9184.781086,OG0004156,M0
9..10,0.1152,9.6901,0.0119,-9184.781086,OG0004156,M0
10..2,0.4407,37.0834,0.0119,-9184.781086,OG0004156,M0
10..3,0.6988,58.8026,0.0119,-9184.781086,OG0004156,M0
9..11,0.2243,18.8771,0.0119,-9184.781086,OG0004156,M0
11..5,0.3546,29.8387,0.0119,-9184.781086,OG0004156,M0
11..6,0.2461,20.7108,0.0119,-9184.781086,OG0004156,M0
8..12,0.0,0.0,0.0119,-9184.781086,OG0004156,M0
12..4,0.3887,32.7112,0.0119,-9184.781086,OG0004156,M0
12..7,0.4381,36.8624,0.0119,-9184.781086,OG0004156,M0
8..1,0.065,1.4677,0.0443,-3636.281241,OG0004192,M0
8..9,0.0171,0.385,0.0443,-3636.281241,OG0004192,M0
9..10,0.059,1.3319,0.0443,-3636.281241,OG0004192,M0
10..2,0.0277,0.6261,0.0443,-3636.281241,OG0004192,M0
10..3,0.0411,0.9264,0.0443,-3636.281241,OG0004192,M0
9..11,0.0116,0.261,0.0443,-3636.281241,OG0004192,M0
11..4,0.0529,1.1933,0.0443,-3636.281241,OG0004192,M0
11..12,0.028,0.6315,0.0443,-3636.281241,OG0004192,M0
12..5,0.0436,0.9828,0.0443,-3636.281241,OG0004192,M0
12..6,0.0347,0.7832,0.0443,-3636.281241,OG0004192,M0
8..7,0.0266,0.6007,0.0443,-3636.281241,OG0004192,M0
8..1,0.1253,1.8121,0.0692,-7861.565501,OG0004193,M0
8..9,0.0516,0.7457,0.0692,-7861.565501,OG0004193,M0
9..2,0.0605,0.8749,0.0692,-7861.565501,OG0004193,M0
9..3,0.0618,0.8939,0.0692,-7861.565501,OG0004193,M0
8..10,0.0217,0.3139,0.0692,-7861.565501,OG0004193,M0
10..11,0.0306,0.4419,0.0692,-7861.565501,OG0004193,M0
11..4,0.059,0.8529,0.0692,-7861.565501,OG0004193,M0
11..7,0.1381,1.9973,0.0692,-7861.565501,OG0004193,M0
10..12,0.0817,1.1814,0.0692,-7861.565501,OG0004193,M0
12..5,0.0922,1.3334,0.0692,-7861.565501,OG0004193,M0
12..6,0.0984,1.4231,0.0692,-7861.565501,OG0004193,M0
8..1,0.3919,4.4008,0.0891,-8708.475752,OG0004132,M0
8..9,0.0588,0.6603,0.0891,-8708.475752,OG0004132,M0
9..10,0.0302,0.3396,0.0891,-8708.475752,OG0004132,M0
10..11,0.0828,0.9293,0.0891,-8708.475752,OG0004132,M0
11..2,0.0898,1.0081,0.0891,-8708.475752,OG0004132,M0
11..3,0.1412,1.5853,0.0891,-8708.475752,OG0004132,M0
10..4,0.1611,1.8087,0.0891,-8708.475752,OG0004132,M0
9..7,0.2918,3.2763,0.0891,-8708.475752,OG0004132,M0
8..12,0.119,1.3362,0.0891,-8708.475752,OG0004132,M0
12..5,0.183,2.0549,0.0891,-8708.475752,OG0004132,M0
12..6,0.1733,1.946,0.0891,-8708.475752,OG0004132,M0
8..1,0.089,55.5986,0.0016,-4076.400386,OG0004184,M0
8..9,0.0536,33.5214,0.0016,-4076.400386,OG0004184,M0
9..10,0.024,14.9967,0.0016,-4076.400386,OG0004184,M0
10..11,0.0845,52.7899,0.0016,-4076.400386,OG0004184,M0
11..2,0.0561,35.0852,0.0016,-4076.400386,OG0004184,M0
11..3,0.0475,29.6711,0.0016,-4076.400386,OG0004184,M0
10..4,0.1248,77.9837,0.0016,-4076.400386,OG0004184,M0
9..12,0.1156,72.2214,0.0016,-4076.400386,OG0004184,M0
12..5,0.0763,47.7151,0.0016,-4076.400386,OG0004184,M0
12..6,0.0742,46.3975,0.0016,-4076.400386,OG0004184,M0
8..7,0.1032,64.4758,0.0016,-4076.400386,OG0004184,M0
8..1,0.1547,73.5051,0.0021,-4011.166287,OG0004131,M0
8..9,0.0442,21.0167,0.0021,-4011.166287,OG0004131,M0
9..10,0.0589,27.974,0.0021,-4011.166287,OG0004131,M0
10..11,0.0966,45.8757,0.0021,-4011.166287,OG0004131,M0
11..2,0.1056,50.1637,0.0021,-4011.166287,OG0004131,M0
11..3,0.0805,38.227,0.0021,-4011.166287,OG0004131,M0
10..12,0.138,65.5441,0.0021,-4011.166287,OG0004131,M0
12..5,0.1217,57.8365,0.0021,-4011.166287,OG0004131,M0
12..6,0.1144,54.3432,0.0021,-4011.166287,OG0004131,M0
9..7,0.1361,64.666,0.0021,-4011.166287,OG0004131,M0
8..4,0.0607,28.8248,0.0021,-4011.166287,OG0004131,M0
8..1,0.254,4.564,0.0557,-9776.61673,OG0004183,M0
8..9,0.0206,0.3709,0.0557,-9776.61673,OG0004183,M0
9..10,0.0711,1.2777,0.0557,-9776.61673,OG0004183,M0
10..11,0.0743,1.3353,0.0557,-9776.61673,OG0004183,M0
11..2,0.1203,2.1611,0.0557,-9776.61673,OG0004183,M0
11..3,0.2156,3.8731,0.0557,-9776.61673,OG0004183,M0
10..4,0.1047,1.8816,0.0557,-9776.61673,OG0004183,M0
9..7,0.2239,4.0235,0.0557,-9776.61673,OG0004183,M0
8..12,0.1233,2.2148,0.0557,-9776.61673,OG0004183,M0
12..5,0.1547,2.78,0.0557,-9776.61673,OG0004183,M0
12..6,0.153,2.75,0.0557,-9776.61673,OG0004183,M0
8..1,0.1421,48.6061,0.0029,-4559.157725,OG0004187,M0
8..9,0.0131,4.4786,0.0029,-4559.157725,OG0004187,M0
9..10,0.0229,7.8367,0.0029,-4559.157725,OG0004187,M0
10..11,0.1088,37.2204,0.0029,-4559.157725,OG0004187,M0
11..2,0.0627,21.4394,0.0029,-4559.157725,OG0004187,M0
11..3,0.1232,42.1551,0.0029,-4559.157725,OG0004187,M0
10..4,0.1236,42.2817,0.0029,-4559.157725,OG0004187,M0
9..12,0.1414,48.3772,0.0029,-4559.157725,OG0004187,M0
12..5,0.1323,45.2553,0.0029,-4559.157725,OG0004187,M0
12..6,0.1603,54.8536,0.0029,-4559.157725,OG0004187,M0
8..7,0.2179,74.5395,0.0029,-4559.157725,OG0004187,M0
8..1,0.2142,45.6376,0.0047,-4754.817366,OG0004133,M0
8..9,0.1425,30.3619,0.0047,-4754.817366,OG0004133,M0
9..10,0.0996,21.2176,0.0047,-4754.817366,OG0004133,M0
10..11,0.13,27.6964,0.0047,-4754.817366,OG0004133,M0
11..2,0.0826,17.6053,0.0047,-4754.817366,OG0004133,M0
11..3,0.1792,38.1823,0.0047,-4754.817366,OG0004133,M0
10..12,0.2637,56.1968,0.0047,-4754.817366,OG0004133,M0
12..5,0.211,44.9572,0.0047,-4754.817366,OG0004133,M0
12..6,0.1298,27.6633,0.0047,-4754.817366,OG0004133,M0
9..4,0.1803,38.4225,0.0047,-4754.817366,OG0004133,M0
8..7,0.2567,54.6897,0.0047,-4754.817366,OG0004133,M0
8..1,0.1946,75.7751,0.0026,-7981.523292,OG0004213,M0
8..9,0.0561,21.8316,0.0026,-7981.523292,OG0004213,M0
9..10,0.0402,15.6351,0.0026,-7981.523292,OG0004213,M0
10..11,0.0935,36.4154,0.0026,-7981.523292,OG0004213,M0
11..2,0.0679,26.4182,0.0026,-7981.523292,OG0004213,M0
11..3,0.0971,37.8072,0.0026,-7981.523292,OG0004213,M0
10..7,0.1158,45.0936,0.0026,-7981.523292,OG0004213,M0
9..4,0.1106,43.0541,0.0026,-7981.523292,OG0004213,M0
8..12,0.0983,38.2677,0.0026,-7981.523292,OG0004213,M0
12..5,0.1361,52.9911,0.0026,-7981.523292,OG0004213,M0
12..6,0.1027,39.9648,0.0026,-7981.523292,OG0004213,M0
8..1,0.2372,5.2066,0.0456,-10752.948191,OG0004215,M0
8..9,0.0617,1.3532,0.0456,-10752.948191,OG0004215,M0
9..10,0.0385,0.846,0.0456,-10752.948191,OG0004215,M0
10..11,0.127,2.7875,0.0456,-10752.948191,OG0004215,M0
11..2,0.1291,2.8343,0.0456,-10752.948191,OG0004215,M0
11..3,0.2203,4.8349,0.0456,-10752.948191,OG0004215,M0
10..12,0.2123,4.6586,0.0456,-10752.948191,OG0004215,M0
12..5,0.2017,4.4279,0.0456,-10752.948191,OG0004215,M0
12..6,0.1732,3.8008,0.0456,-10752.948191,OG0004215,M0
9..4,0.1898,4.165,0.0456,-10752.948191,OG0004215,M0
8..7,0.1988,4.364,0.0456,-10752.948191,OG0004215,M0
8..1,0.1425,45.7057,0.0031,-4131.861805,OG0004176,M0
8..9,0.0465,14.91,0.0031,-4131.861805,OG0004176,M0
9..10,0.0507,16.261,0.0031,-4131.861805,OG0004176,M0
10..11,0.1035,33.1794,0.0031,-4131.861805,OG0004176,M0
11..2,0.1391,44.6174,0.0031,-4131.861805,OG0004176,M0
11..3,0.1391,44.5978,0.0031,-4131.861805,OG0004176,M0
10..4,0.2147,68.8634,0.0031,-4131.861805,OG0004176,M0
9..12,0.1096,35.1535,0.0031,-4131.861805,OG0004176,M0
12..5,0.0832,26.6818,0.0031,-4131.861805,OG0004176,M0
12..6,0.0758,24.3024,0.0031,-4131.861805,OG0004176,M0
8..7,0.2089,66.9823,0.0031,-4131.861805,OG0004176,M0
8..1,0.1983,10.3461,0.0192,-11044.324554,OG0004203,M0
8..9,0.0928,4.8429,0.0192,-11044.324554,OG0004203,M0
9..10,0.0761,3.9703,0.0192,-11044.324554,OG0004203,M0
10..2,0.0968,5.0513,0.0192,-11044.324554,OG0004203,M0
10..3,0.2577,13.4435,0.0192,-11044.324554,OG0004203,M0
9..11,0.1937,10.1036,0.0192,-11044.324554,OG0004203,M0
11..12,0.0,0.0,0.0192,-11044.324554,OG0004203,M0
